StockCode,week,units,revenue,orders
85231L,2010-03-08,27,23.759999999999998,6
85231L,2010-03-15,36,30.599999999999998,5
85231L,2010-03-22,5,4.25,2
85231L,2010-04-19,1,0.85,1
85231L,2010-04-26,1,0.85,1
85232A,2009-11-30,10,49.5,6
85232A,2009-12-14,4,19.8,2
85232A,2009-12-21,2,9.9,1
85232A,2010-01-04,4,19.8,2
85232A,2010-01-11,9,44.550000000000004,3
85232A,2010-01-18,7,34.650000000000006,2
85232A,2010-01-25,12,59.400000000000006,2
85232A,2010-02-01,3,20.07,3
85232A,2010-02-08,5,24.75,2
85232A,2010-02-15,7,34.650000000000006,3
85232A,2010-02-22,6,29.700000000000003,2
85232A,2010-03-01,27,133.65,5
85232A,2010-03-08,1,10.17,1
85232A,2010-03-15,3,14.850000000000001,1
85232A,2010-03-22,10,49.5,4
85232A,2010-04-05,31,141.87,4
85232A,2010-04-12,10,49.5,4
85232A,2010-04-19,5,29.970000000000002,3
85232A,2010-04-26,8,39.6,3
85232A,2010-05-03,5,24.75,3
85232A,2010-05-10,6,29.700000000000003,3
85232A,2010-05-17,1,4.95,1
85232A,2010-05-24,2,15.120000000000001,2
85232A,2010-05-31,6,29.700000000000003,2
85232A,2010-06-07,1,4.95,1
85232A,2010-06-14,20,104.22,5
85232A,2010-06-21,4,19.8,2
85232A,2010-06-28,7,34.650000000000006,3
85232A,2010-07-05,9,49.77,5
85232A,2010-07-12,3,14.850000000000001,1
85232A,2010-07-19,4,25.02,3
85232A,2010-07-26,10,49.5,3
85232A,2010-08-02,4,19.8,2
85232A,2010-08-09,3,14.850000000000001,1
85232A,2010-08-16,1,4.95,1
85232A,2010-08-23,6,29.700000000000003,1
85232A,2010-09-06,5,24.75,2
85232A,2010-09-13,4,19.8,2
85232A,2010-09-27,1,10.17,1
85232A,2010-10-04,9,44.550000000000004,2
85232A,2010-10-11,9,44.550000000000004,1
85232A,2010-10-18,1,4.95,1
85232A,2010-11-01,2,9.9,2
85232A,2010-11-08,3,14.850000000000001,2
85232A,2010-11-15,2,9.9,2
85232A,2010-11-22,7,39.870000000000005,3
85232A,2010-11-29,1,10.17,1
85232A,2010-12-13,4,25.020000000000003,2
85232A,2010-12-20,6,29.700000000000003,2
85232A,2011-01-03,1,4.95,1
85232A,2011-01-10,8,39.6,3
85232A,2011-01-17,5,29.76,3
85232A,2011-01-24,2,14.91,2
85232A,2011-01-31,1,9.96,1
85232A,2011-02-07,32,141.6,4
85232A,2011-02-14,7,34.650000000000006,3
85232A,2011-02-21,3,14.850000000000001,1
85232A,2011-02-28,4,19.8,2
85232A,2011-03-07,1,4.95,1
85232A,2011-03-14,2,9.9,2
85232A,2011-05-30,1,4.95,1
85232A,2011-06-06,1,4.95,1
85232B,2009-11-30,64,333.12,18
85232B,2009-12-07,51,290.53000000000003,19
85232B,2009-12-14,139,746.9300000000001,26
85232B,2009-12-21,11,92.53,6
85232B,2010-01-04,110,494.09999999999997,10
85232B,2010-01-11,18,89.10000000000001,6
85232B,2010-01-18,27,159.75,13
85232B,2010-01-25,343,1718.73,13
85232B,2010-02-01,41,202.95000000000002,8
85232B,2010-02-08,15,74.25,5
85232B,2010-02-15,81,399.81,11
85232B,2010-02-22,58,270.3,11
85232B,2010-03-01,32,174.06,12
85232B,2010-03-08,55,282.69000000000005,12
85232B,2010-03-15,46,231.78,9
85232B,2010-03-22,61,287.57,9
85232B,2010-03-29,31,163.89000000000001,12
85232B,2010-04-05,58,253.5,6
85232B,2010-04-12,40,181.20000000000002,6
85232B,2010-04-19,60,290.64,14
85232B,2010-04-26,60,306.3,11
85232B,2010-05-03,52,256.26,13
85232B,2010-05-10,41,218.61,15
85232B,2010-05-17,57,275.79,8
85232B,2010-05-24,26,154.8,13
85232B,2010-05-31,17,110.25,9
85232B,2010-06-07,27,144.09,8
85232B,2010-06-14,98,439.92,9
85232B,2010-06-21,34,189.18,11
85232B,2010-06-28,70,328.56,13
85232B,2010-07-05,6,45.36,4
85232B,2010-07-12,19,99.27000000000001,9
85232B,2010-07-19,68,330.24,11
85232B,2010-07-26,29,164.43,9
85232B,2010-08-02,6,50.58,5
85232B,2010-08-09,25,139.41,13
85232B,2010-08-16,21,114.39000000000001,6
85232B,2010-08-23,17,94.59,7
85232B,2010-08-30,22,140.22,8
85232B,2010-09-06,41,218.61,12
85232B,2010-09-13,73,348.63,10
85232B,2010-09-20,16,84.42000000000002,4
85232B,2010-09-27,11,54.45,4
85232B,2010-10-04,282,1406.34,14
85232B,2010-10-11,80,409.76,18
85232B,2010-10-18,33,173.79000000000002,15
85232B,2010-10-25,37,188.37,12
85232B,2010-11-01,102,497.40000000000003,23
85232B,2010-11-08,58,280.74,13
85232B,2010-11-15,14,69.30000000000001,5
85232B,2010-11-22,20,114.66000000000001,6
85232B,2010-11-29,30,148.5,11
85232B,2010-12-06,8,39.6,3
85232B,2010-12-13,240,1188.0,1
85232B,2011-01-10,3,14.850000000000001,1
85232B,2011-02-07,6,29.700000000000003,1
85232C,2010-01-11,1,4.95,1
85232D,2009-11-30,8,45.040000000000006,5
85232D,2009-12-07,5,24.75,4
85232D,2009-12-14,36,172.28,7
85232D,2009-12-21,2,9.9,1
85232D,2010-01-04,7,34.650000000000006,2
85232D,2010-01-11,6,29.700000000000003,1
85232D,2010-01-18,13,80.01,7
85232D,2010-01-25,78,340.92,4
85232D,2010-02-01,14,69.30000000000001,3
85232D,2010-02-08,8,39.6,3
85232D,2010-02-15,16,79.2,3
85232D,2010-02-22,4,25.02,4
85232D,2010-03-01,10,49.5,5
85232D,2010-03-08,3,14.850000000000001,1
85232D,2010-03-15,5,24.75,2
85232D,2010-03-22,10,54.720000000000006,3
85232D,2010-03-29,4,19.8,2
85232D,2010-04-05,3,14.850000000000001,1
85232D,2010-04-12,8,39.6,3
85232D,2010-04-19,5,45.63,5
85232D,2010-04-26,4,25.020000000000003,2
85232D,2010-05-03,3,14.850000000000001,1
85232D,2010-05-10,3,14.850000000000001,1
85232D,2010-05-17,3,25.29,2
85232D,2010-05-24,4,19.8,2
85232D,2010-05-31,15,79.47,4
85232D,2010-06-07,6,40.14,4
85232D,2010-06-14,28,121.8,3
85232D,2010-06-21,16,84.42,5
85232D,2010-06-28,39,186.69,6
85232D,2010-07-05,8,44.82000000000001,4
85232D,2010-07-12,1,10.17,1
85232D,2010-07-19,4,19.8,2
85232D,2010-07-26,8,50.04,5
85232D,2010-08-02,5,24.75,3
85232D,2010-08-09,1,4.95,1
85232D,2010-08-16,11,54.45,4
85232D,2010-08-23,5,35.19,3
85232D,2010-08-30,10,101.7,1
85232D,2010-09-06,6,29.700000000000003,2
85232D,2010-09-13,18,89.10000000000001,3
85232D,2010-09-20,8,39.6,3
85232D,2010-09-27,4,25.020000000000003,2
85232D,2010-10-04,15,74.25,5
85232D,2010-10-11,1,4.95,1
85232D,2010-10-18,10,49.5,3
85232D,2010-10-25,5,29.970000000000002,3
85232D,2010-11-01,13,64.35000000000001,2
85232D,2010-11-08,7,45.09,4
85232D,2010-11-15,5,24.75,3
85232D,2010-11-22,6,45.36,2
85232D,2010-11-29,6,34.92,3
85232D,2010-12-06,8,50.040000000000006,4
85232D,2010-12-13,1,4.95,1
85232D,2010-12-20,1,4.95,1
85232D,2011-01-03,1,4.95,1
85232D,2011-01-10,3,14.850000000000001,1
85232D,2011-01-17,4,19.8,2
85232D,2011-01-24,8,49.620000000000005,4
85232D,2011-01-31,5,29.76,3
85232D,2011-02-07,25,111.96000000000001,2
85232D,2011-02-14,4,24.810000000000002,2
85232D,2011-02-28,1,9.96,1
85232D,2011-03-07,1,4.95,1
85232D,2011-03-14,3,14.850000000000001,2
85232D,2011-04-04,3,14.850000000000001,1
85232D,2011-04-11,3,14.850000000000001,1
85232D,2011-04-18,8,39.6,3
85232D,2011-05-09,3,14.850000000000001,3
85232D,2011-05-23,3,14.850000000000001,1
85232D,2011-06-06,5,24.75,3
85232D,2011-06-13,2,9.9,1
85232D,2011-06-20,9,44.550000000000004,3
85232D,2011-09-19,6,29.700000000000003,2
85232D,2011-10-03,4,19.8,2
85232D,2011-10-24,24,102.0,1
85232D,2011-10-31,20,109.02000000000001,7
85232D,2011-11-07,12,59.400000000000006,3
85232D,2011-11-14,17,89.16000000000001,6
85232D,2011-11-21,1,4.95,1
85232D,2011-11-28,5,24.75,2
85232D,2011-12-05,3,24.87,3
90000A,2009-11-30,2,11.9,1
90000A,2010-01-11,3,19.5,2
90000A,2010-05-17,1,5.95,1
90000A,2010-07-05,1,5.95,1
90000A,2010-08-02,2,11.9,1
90000A,2010-08-16,2,11.9,1
90000A,2010-09-06,1,5.95,1
90000A,2010-10-11,5,29.75,2
90000A,2010-10-18,1,5.95,1
90000A,2010-11-01,1,5.95,1
90000A,2010-11-15,1,6.37,1
90000A,2011-02-14,1,5.95,1
90000A,2011-02-28,1,6.23,1
90000A,2011-05-16,1,5.95,1
90000A,2011-06-13,2,11.9,1
90000A,2011-06-20,3,17.85,1
90000A,2011-10-10,2,11.9,1
90000A,2011-11-07,2,11.9,1
90000A,2011-11-14,1,6.23,1
90000B,2009-12-07,2,12.45,2
90000B,2009-12-14,1,6.5,1
90000B,2010-03-15,1,5.95,1
90000B,2010-05-17,1,5.95,1
90000B,2010-05-31,1,6.37,1
90000B,2010-08-02,2,11.9,1
90000B,2010-08-16,2,11.9,1
90000B,2010-08-30,2,11.9,2
90000B,2010-09-06,1,5.95,1
90000B,2010-10-11,3,17.85,1
90000B,2010-11-08,1,6.37,1
90000B,2010-11-29,1,6.37,1
90000B,2010-12-06,1,6.37,1
90000B,2011-01-24,1,6.23,1
90000B,2011-02-14,1,5.95,1
90000B,2011-03-21,1,6.23,1
90000B,2011-06-13,2,11.9,1
90000B,2011-07-18,4,24.92,1
90000B,2011-07-25,1,6.23,1
90000C,2009-12-07,1,5.95,1
90000C,2010-01-18,1,6.37,1
90000D,2009-11-30,9,55.2,4
90000D,2009-12-07,3,18.4,2
90000D,2009-12-14,1,6.5,1
90000D,2009-12-21,1,6.5,1
90000D,2010-03-08,1,6.37,1
90000D,2010-05-17,1,5.95,1
90000D,2010-07-26,1,5.95,1
90000D,2010-08-02,2,11.9,1
90000D,2010-08-16,2,11.9,1
90000D,2010-09-06,1,5.95,1
90000D,2010-09-27,1,6.37,1
90000D,2010-10-11,3,17.85,1
90000D,2010-10-18,1,5.95,1
90000D,2010-11-01,1,6.37,1
90000D,2010-11-08,2,12.74,2
90000D,2010-11-29,1,6.37,1
90000D,2010-12-06,2,12.74,1
90000D,2010-12-13,1,6.37,1
90000D,2011-01-10,1,6.37,1
90000D,2011-02-14,1,5.95,1
90000D,2011-03-28,1,6.23,1
90000D,2011-05-16,1,5.95,1
90000D,2011-06-13,2,11.9,1
90000D,2011-07-18,6,37.38,2
90000D,2011-08-29,1,6.23,1
90000D,2011-10-10,3,18.130000000000003,2
90000D,2011-11-21,1,6.23,1
90001A,2009-12-14,1,4.33,1
90001A,2010-01-11,1,4.33,1
90001A,2010-03-08,1,4.24,1
90001A,2010-05-17,1,4.25,1
90001A,2010-05-31,1,4.25,1
90001A,2010-07-05,1,4.25,1
90001A,2011-02-28,1,4.15,1
90001A,2011-03-21,1,4.15,1
90001A,2011-06-13,2,8.5,1
90001A,2011-10-31,1,4.15,1
90001B,2010-01-11,1,4.24,1
90001B,2010-02-15,1,4.24,1
90001B,2010-05-03,2,8.5,1
90001B,2010-05-17,1,4.25,1
90001B,2010-08-30,2,8.5,2
90001B,2010-11-22,1,4.24,1
90001B,2011-06-13,2,8.5,1
90001B,2011-08-22,2,8.5,1
90001B,2011-11-07,1,4.15,1
90001C,2009-12-07,1,4.25,1
90001C,2009-12-14,1,4.33,1
90001C,2010-03-01,1,4.25,1
90001C,2010-03-08,1,4.24,1
90001C,2010-11-08,2,8.5,1
90001C,2010-12-06,1,4.24,1
90001C,2011-01-10,1,4.24,1
90001C,2011-04-04,1,4.25,1
90001C,2011-04-18,1,4.15,1
90001C,2011-10-17,1,4.25,1
90001D,2009-11-30,6,25.5,1
90001D,2009-12-07,2,8.5,1
90001D,2010-02-22,1,4.24,1
90001D,2010-03-08,1,4.24,1
90001D,2010-05-03,2,8.5,1
90001D,2010-05-17,1,4.25,1
90001D,2010-12-06,1,4.24,1
90001D,2011-01-10,1,4.24,1
90001D,2011-06-13,2,8.5,1
90001D,2011-08-22,2,8.5,1
90001D,2011-10-03,1,4.25,1
90002A,2009-12-07,7,26.25,2
90002A,2010-02-15,1,3.75,1
90002A,2010-05-31,1,3.75,1
90002A,2010-06-07,5,18.75,2
90002A,2010-07-19,4,15.0,1
90002A,2010-07-26,6,22.5,1
90002A,2010-08-16,1,3.75,1
90002A,2010-09-20,1,3.75,1
90002A,2010-10-11,8,30.0,2
90002A,2010-10-18,4,15.0,1
90002A,2010-11-01,1,3.75,1
90002B,2009-11-30,2,7.5,1
90002B,2009-12-07,1,3.75,1
90002B,2010-02-15,3,11.25,1
90002B,2010-05-03,4,15.0,1
90002B,2010-05-17,1,3.81,1
90002B,2010-05-24,2,7.5600000000000005,2
90002B,2010-07-19,4,15.0,1
90002B,2010-07-26,4,15.06,2
90002B,2010-10-25,1,3.81,1
90002C,2009-11-30,2,7.5,1
90002C,2009-12-07,3,11.55,3
90002C,2009-12-14,1,3.9,1
90002C,2010-01-25,1,3.75,1
90002C,2010-02-22,1,3.81,1
90002C,2010-03-15,3,11.25,1
90002C,2010-04-19,4,15.0,2
90002C,2010-05-03,4,15.0,1
90002C,2010-05-31,2,7.5600000000000005,2
90002C,2010-06-07,6,22.560000000000002,3
90002C,2010-07-12,1,3.75,1
90002C,2010-07-19,4,15.0,1
90002C,2010-08-16,1,3.75,1
90002D,2009-11-30,2,7.5,1
90002D,2009-12-07,2,7.5,1
90002D,2009-12-14,5,18.9,2
90002D,2010-01-11,1,3.9,1
90002D,2010-01-18,1,3.81,1
90002D,2010-02-08,1,3.81,1
90002D,2010-02-15,3,11.25,1
90002D,2010-03-22,1,3.81,1
90002D,2010-04-19,4,15.0,2
90002D,2010-05-17,1,3.81,1
90002D,2010-05-24,2,7.5,1
90002D,2010-05-31,4,15.0,1
90002D,2010-06-21,1,3.81,1
90002D,2010-08-16,5,18.75,2
90002D,2010-10-11,51,166.25,2
90002D,2010-10-25,1,3.81,1
90002D,2010-11-01,1,3.75,1
90002D,2010-11-08,2,7.5,1
90002D,2010-11-15,1,3.75,1
90002D,2010-11-22,2,7.62,2
90002D,2010-11-29,5,18.75,2
90002D,2010-12-06,2,7.5,2
90002D,2011-01-17,2,7.46,2
90002D,2011-02-14,2,7.5,1
90002D,2011-03-28,1,3.75,1
90002D,2011-05-02,1,3.75,1
90002E,2009-11-30,5,18.75,2
90002E,2010-01-11,1,3.9,1
90002E,2010-02-15,1,3.81,1
90002E,2010-04-05,1,3.81,1
90002E,2010-05-24,5,18.75,2
90002E,2010-05-31,1,3.75,1
90002E,2010-06-07,2,7.5,1
90002E,2010-07-12,1,3.75,1
90002E,2010-08-16,1,3.75,1
90003B,2009-11-30,3,11.25,1
90003B,2009-12-14,2,7.65,2
90003B,2010-01-18,1,3.81,1
90003B,2010-01-25,1,3.81,1
90003B,2010-02-15,7,26.25,2
90003B,2010-02-22,1,3.81,1
90003B,2010-03-15,1,3.75,1
90003B,2010-04-05,6,22.5,1
90003B,2010-04-19,1,3.81,1
90003B,2010-05-24,2,7.62,1
90003B,2010-08-30,1,3.81,1
90003B,2010-11-08,2,7.62,1
90003B,2010-11-29,1,3.81,1
90003B,2010-12-06,2,7.5600000000000005,2
90003B,2011-01-10,2,7.62,2
90003B,2011-02-28,1,3.75,1
90003B,2011-07-11,1,3.73,1
90003B,2011-08-29,1,3.73,1
90003B,2011-09-19,4,15.0,1
90003B,2011-11-21,1,3.73,1
90003B,2011-11-28,3,11.19,1
90003C,2009-11-30,3,11.25,1
90003C,2009-12-07,1,3.9,1
90003C,2010-01-11,1,3.81,1
90003C,2010-01-25,1,3.81,1
90003C,2010-02-15,3,11.25,2
90003C,2010-03-15,1,3.75,1
90003C,2010-04-05,6,22.5,1
90003C,2010-05-03,1,3.81,1
90003C,2010-09-20,1,3.81,1
90003C,2010-11-22,1,3.81,1
90003C,2010-11-29,1,3.81,1
90003C,2010-12-06,2,7.5600000000000005,2
90003C,2011-01-10,1,3.81,1
90003C,2011-01-17,1,3.73,1
90003C,2011-02-28,1,3.75,1
90003C,2011-03-07,1,3.73,1
90003C,2011-04-04,1,3.73,1
90003C,2011-05-02,1,3.73,1
90003C,2011-07-11,1,3.73,1
90003C,2011-07-25,1,3.73,1
90003C,2011-08-22,4,15.0,1
90003C,2011-08-29,1,3.73,1
90003C,2011-09-05,2,7.5,1
90003C,2011-09-19,4,15.0,1
90003C,2011-10-03,1,3.73,1
90003C,2011-10-31,1,3.73,1
90003C,2011-11-14,1,3.73,1
90003C,2011-11-28,3,11.19,2
90003C,2011-12-05,4,14.92,4
90003D,2009-11-30,7,26.25,3
90003D,2009-12-07,2,7.65,2
90003D,2009-12-14,2,7.8,1
90003D,2009-12-21,2,7.8,1
90003D,2010-01-11,3,11.61,3
90003D,2010-02-15,7,26.25,2
90003D,2010-02-22,1,3.81,1
90003D,2010-03-29,4,15.24,1
90003D,2010-05-31,1,3.75,1
90003D,2010-10-11,1,3.75,1
90003D,2010-12-06,1,3.75,1
90003D,2010-12-20,4,15.0,1
90003D,2011-01-24,4,15.0,1
90003D,2011-04-04,2,7.5,1
90003D,2011-06-27,1,3.73,1
90003D,2011-07-04,1,3.73,1
90003D,2011-07-11,2,7.46,1
90003D,2011-08-29,3,11.23,2
90003D,2011-09-19,4,15.0,1
90003D,2011-10-10,1,3.73,1
90003D,2011-11-07,2,7.48,2
90003D,2011-11-14,1,3.73,1
90003D,2011-11-21,1,3.73,1
90003D,2011-11-28,3,11.19,1
90003E,2009-12-14,1,3.75,1
90003E,2010-01-11,1,3.9,1
90003E,2010-01-18,1,3.81,1
90003E,2010-02-15,4,15.0,1
90003E,2010-04-19,1,3.81,1
90003E,2010-08-09,1,3.81,1
90003E,2010-11-22,1,3.81,1
90003E,2010-11-29,2,7.62,2
90003E,2011-01-03,1,3.81,1
90003E,2011-01-17,1,3.73,1
90003E,2011-06-06,1,3.73,1
90003E,2011-07-11,1,3.73,1
90003E,2011-08-22,4,15.0,1
90003E,2011-08-29,2,7.46,2
90003E,2011-09-19,4,15.0,1
90003E,2011-11-14,2,7.46,2
90003E,2011-11-28,3,11.19,1
90003E,2011-12-05,3,11.19,2
90004A,2009-12-14,1,3.75,1
90005A,2009-11-30,2,4.32,2
90005A,2009-12-07,2,4.32,1
90005A,2009-12-14,3,6.48,3
90005A,2009-12-21,2,4.11,2
90005A,2010-01-11,6,12.91,4
90005A,2010-01-18,6,12.66,3
90005A,2010-01-25,8,16.24,4
90005A,2010-02-15,1,2.11,1
90005A,2010-03-01,1,2.11,1
90005A,2010-03-08,4,8.44,3
90005A,2010-03-22,1,2.11,1
90005A,2010-04-05,2,4.22,1
90005A,2010-04-26,1,2.11,1
90005A,2010-05-03,5,10.55,2
90005A,2010-05-17,4,7.8,1
90005A,2010-06-07,3,6.33,1
90005A,2010-06-14,6,12.02,3
90005A,2010-07-05,5,9.91,2
90005A,2010-08-09,1,2.11,1
90005A,2010-08-23,12,23.4,1
90005A,2010-09-13,1,2.11,1
90005A,2010-09-20,1,2.11,1
90005A,2010-09-27,4,7.8,1
90005A,2010-10-04,1,2.11,1
90005A,2010-10-11,1,2.11,1
90005A,2010-10-18,4,7.8,1
90005A,2010-10-25,1,2.11,1
90005A,2010-11-01,1,2.11,1
90005A,2010-11-15,3,6.33,1
90005A,2010-12-06,3,6.33,3
90005A,2010-12-13,8,15.6,4
90005A,2011-03-14,1,1.95,1
90005A,2011-04-18,1,2.07,1
90005A,2011-04-25,1,2.07,1
90010A,2009-11-30,3,27.88,2
90010A,2009-12-14,2,17.9,1
90010A,2009-12-21,1,8.95,1
90010A,2010-01-11,2,19.96,1
90010A,2010-01-25,1,2.5,1
90010A,2010-02-01,2,17.9,1
90010A,2010-02-08,5,44.75,3
90010A,2010-04-19,12,107.39999999999999,2
90010A,2010-06-14,1,9.77,1
90010A,2010-11-22,2,19.54,2
90010A,2010-11-29,1,8.95,1
90010A,2011-02-07,1,8.95,1
90010A,2011-04-04,1,8.95,1
90010A,2011-05-30,1,9.57,1
90010A,2011-06-27,1,9.57,1
90010A,2011-07-11,1,9.57,1
90010A,2011-08-01,1,9.57,1
90010A,2011-08-08,2,17.9,1
90010A,2011-08-29,1,8.95,1
90010A,2011-09-05,1,9.57,1
90010A,2011-09-12,2,17.9,1
90010A,2011-11-14,2,19.14,1
90010A,2011-11-21,1,9.57,1
90010A,2011-11-28,1,9.57,1
90010A,2011-12-05,1,9.57,1
90010B,2009-11-30,2,18.93,2
90010B,2009-12-14,5,47.84,4
90010B,2010-01-11,2,19.75,2
90010B,2010-01-18,2,17.9,1
90010B,2010-02-01,3,27.669999999999998,2
90010B,2010-03-01,2,17.9,1
90010B,2010-03-08,1,9.77,1
90010B,2010-03-22,2,17.9,1
90010B,2010-05-17,2,18.72,2
90010B,2010-05-31,2,19.54,1
90010B,2010-07-26,2,17.9,1
90010B,2010-08-09,2,17.9,1
90010B,2010-08-16,3,26.849999999999998,2
90010B,2010-10-04,1,9.77,1
90010B,2010-10-11,7,63.47,2
90010B,2010-11-15,2,18.72,2
90010B,2010-11-22,12,107.39999999999999,1
90010B,2010-11-29,1,8.95,1
90010B,2010-12-06,1,9.77,1
90010B,2010-12-13,2,18.72,2
90010B,2011-01-10,4,35.8,1
90010B,2011-02-07,1,8.95,1
90010B,2011-04-04,2,17.9,1
90010E,2009-11-30,2,17.9,2
90010E,2009-12-07,1,8.95,1
90010E,2009-12-21,1,9.55,1
90010E,2010-01-11,1,9.55,1
90010E,2010-01-25,3,20.4,2
90010E,2010-02-01,2,17.9,1
90010E,2010-02-08,2,17.9,1
90010E,2010-03-01,3,27.24,2
90010E,2010-03-22,2,17.9,1
90010E,2010-04-05,1,9.34,1
90010E,2010-04-12,1,8.95,1
90010E,2010-04-19,8,71.6,2
90010E,2010-08-16,2,17.9,1
90010E,2010-09-06,2,18.68,2
90010E,2010-12-06,4,37.36,1
90010E,2010-12-13,1,9.34,1
90010E,2011-01-10,1,9.34,1
90010E,2011-01-24,1,8.95,1
90010E,2011-01-31,1,8.95,1
90010E,2011-04-04,1,8.95,1
90010E,2011-04-25,2,17.9,1
90010E,2011-07-11,1,9.15,1
90010E,2011-09-05,3,27.049999999999997,2
90010E,2011-09-26,2,17.9,1
90010E,2011-10-10,1,9.15,1
90010E,2011-10-17,1,8.95,1
90010E,2011-11-07,3,27.450000000000003,1
90010E,2011-11-21,2,18.3,1
90010E,2011-11-28,1,9.15,1
90011A,2009-11-30,1,3.03,1
90011A,2009-12-14,1,3.03,1
90011A,2010-03-01,1,2.96,1
90011A,2010-06-21,1,2.96,1
90011A,2010-08-30,1,2.96,1
90011A,2010-09-27,1,2.96,1
90011A,2010-11-01,1,2.96,1
90011A,2010-11-08,1,2.96,1
90011A,2010-11-29,1,2.95,1
90011A,2010-12-20,1,2.96,1
90011A,2011-01-10,1,2.9,1
90011A,2011-01-24,1,2.9,1
90011A,2011-05-02,1,2.9,1
90011A,2011-11-14,1,2.9,1
90011A,2011-11-21,1,2.95,1
90011B,2009-11-30,2,5.9,2
90011B,2009-12-14,2,6.06,2
90011B,2010-03-08,2,5.92,2
90011B,2010-05-31,1,2.95,1
90011B,2010-09-27,1,2.96,1
90011B,2010-12-20,1,2.96,1
90011B,2011-01-10,1,2.96,1
90011B,2011-02-07,1,2.95,1
90011B,2011-02-28,1,2.9,1
90011B,2011-04-18,1,2.9,1
90011B,2011-09-05,6,17.700000000000003,1
90011B,2011-11-28,1,2.9,1
90011C,2009-11-30,1,2.95,1
90011C,2010-01-11,6,17.700000000000003,1
90011C,2010-03-15,1,2.96,1
90011C,2010-06-14,1,2.96,1
90011C,2010-10-11,1,2.96,1
90011C,2011-07-04,1,2.9,1
90011C,2011-11-21,1,2.9,1
90011D,2009-11-30,1,3.03,1
90011D,2010-03-08,1,2.96,1
90011D,2010-12-13,1,2.96,1
90011D,2011-04-18,1,2.9,1
90011D,2011-11-21,1,2.9,1
90011E,2009-12-07,1,2.95,1
90011E,2009-12-14,1,3.03,1
90011E,2010-03-15,1,2.95,1
90011E,2010-09-06,1,2.96,1
90011E,2010-11-08,1,2.96,1
90011E,2011-01-10,1,2.96,1
90011E,2011-07-18,1,2.9,1
90011E,2011-09-12,1,2.9,1
90012A,2009-11-30,1,10.42,1
90012A,2010-03-01,1,10.2,1
90012A,2010-12-13,1,10.2,1
90012A,2011-01-24,1,9.98,1
90012A,2011-03-28,1,9.98,1
90012A,2011-10-03,2,5.9,1
90012A,2011-10-10,6,17.700000000000003,1
90012B,2009-11-30,1,9.95,1
90012B,2010-01-25,2,20.4,1
90012B,2010-07-19,1,10.2,1
90012B,2010-12-13,1,9.95,1
90012B,2011-10-10,6,17.700000000000003,1
90012B,2011-11-07,6,17.700000000000003,1
90013A,2009-11-30,1,3.9,1
90013A,2009-12-07,5,18.9,2
90013A,2009-12-14,3,11.55,3
90013A,2009-12-21,1,3.9,1
90013A,2010-01-11,3,11.52,3
90013A,2010-01-18,2,7.62,2
90013A,2010-01-25,1,3.81,1
90013A,2010-02-01,1,3.81,1
90013A,2010-02-22,1,3.81,1
90013A,2010-03-01,1,3.75,1
90013A,2010-03-08,5,18.81,2
90013A,2010-03-15,1,3.81,1
90013A,2010-03-22,4,15.0,1
90013A,2010-04-05,2,7.62,2
90013A,2010-04-26,2,7.62,2
90013A,2010-05-03,4,15.0,1
90013A,2010-05-10,1,3.81,1
90013A,2010-05-24,4,15.0,1
90013A,2010-06-07,1,3.81,1
90013A,2010-06-14,2,7.62,2
90013A,2010-06-21,1,3.81,1
90013A,2010-06-28,1,3.81,1
90013A,2010-08-09,1,3.81,1
90013A,2010-08-16,1,3.81,1
90013A,2010-09-06,1,3.75,1
90013A,2010-09-20,5,18.81,2
90013A,2010-09-27,1,3.81,1
90013A,2010-10-18,1,3.81,1
90013A,2010-10-25,1,3.81,1
90013A,2010-11-01,2,7.62,2
90013A,2010-11-15,3,11.43,3
90013A,2010-12-06,4,15.24,3
90013A,2010-12-13,3,11.43,2
90013A,2010-12-20,1,3.81,1
90013A,2011-01-03,1,3.81,1
90013A,2011-01-10,4,15.24,4
90013A,2011-01-17,3,11.19,2
90013A,2011-02-21,1,3.73,1
90013A,2011-03-21,2,7.46,1
90013A,2011-06-27,2,7.46,1
90013A,2011-07-04,1,3.73,1
90013A,2011-07-11,1,3.73,1
90013A,2011-07-18,1,3.73,1
90013A,2011-07-25,1,3.73,1
90013A,2011-08-01,1,3.73,1
90013A,2011-08-08,4,15.0,1
90013A,2011-08-29,2,7.46,2
90013A,2011-09-05,1,3.73,1
90013A,2011-09-19,9,33.73,2
90013A,2011-11-07,5,18.73,2
90013A,2011-11-14,1,3.73,1
90013A,2011-11-28,1,3.73,1
90013A,2011-12-05,3,11.19,1
90013B,2009-11-30,1,4.33,1
90013B,2009-12-07,4,17.32,3
90013B,2009-12-14,3,12.99,2
90013B,2009-12-21,1,4.33,1
90013B,2010-01-11,4,17.14,4
90013B,2010-01-18,4,16.96,4
90013B,2010-01-25,2,8.48,2
90013B,2010-02-08,1,4.24,1
90013B,2010-02-15,1,4.24,1
90013B,2010-02-22,1,4.24,1
90013B,2010-03-01,2,8.48,2
90013B,2010-03-08,4,15.0,1
90013B,2010-03-15,1,4.24,1
90013B,2010-04-05,1,4.24,1
90013B,2010-04-26,1,4.24,1
90013B,2010-05-10,1,4.24,1
90013B,2010-06-14,1,4.24,1
90013B,2010-07-05,1,4.24,1
