StockCode,gap_start,gap_end,gap_weeks,weeks_before,weeks_after
85032A,2010-04-05,2010-04-26,4,9,47
85032A,2010-05-31,2010-06-14,3,11,45
85032A,2010-07-19,2010-08-02,3,14,42
85032A,2010-08-16,2010-08-30,3,15,41
85032A,2010-10-18,2010-11-08,4,19,37
85032A,2010-12-13,2010-12-27,3,22,34
85032A,2011-02-28,2011-03-14,3,27,29
85032A,2011-04-04,2011-05-30,9,29,27
85032B,2010-05-31,2010-06-14,3,8,45
85032B,2010-07-19,2010-08-02,3,11,42
85032B,2010-08-16,2010-08-30,3,12,41
85032B,2010-09-13,2010-10-11,5,13,40
85032B,2010-12-20,2011-01-24,6,18,35
85032B,2011-04-04,2011-05-09,6,23,30
85032C,2010-05-31,2010-06-14,3,8,49
85032C,2010-07-19,2010-08-02,3,11,46
85032C,2010-08-16,2010-09-27,7,12,45
85032C,2010-12-13,2011-01-10,5,20,37
85032C,2011-03-21,2011-04-04,3,26,31
85032C,2011-04-25,2011-05-09,3,28,29
85032D,2011-01-31,2011-03-28,9,25,21
85032D,2011-05-09,2011-05-23,3,28,18
85034A,2010-07-05,2010-07-26,4,21,37
85034A,2011-01-31,2011-02-14,3,39,19
85034A,2011-03-14,2011-05-09,9,42,16
85034A,2011-07-11,2011-08-01,4,47,11
85034B,2010-03-22,2010-05-03,7,8,39
85034B,2010-05-17,2010-06-21,6,9,38
85034B,2010-07-26,2010-08-16,4,11,36
85034B,2011-02-14,2011-05-09,13,29,18
85034B,2011-06-13,2011-07-18,6,33,14
85034B,2011-08-01,2011-08-22,4,34,13
85034C,2010-07-05,2010-07-19,3,19,36
85034C,2011-02-21,2011-04-11,8,40,15
85034C,2011-04-25,2011-05-30,6,41,14
85034C,2011-07-04,2011-07-18,3,43,12
85034C,2011-08-01,2011-08-22,4,44,11
85034C,2011-09-19,2011-10-03,3,46,9
85035A,2010-03-29,2010-04-12,3,14,53
85035A,2010-07-26,2010-08-09,3,25,42
85035A,2011-03-07,2011-03-28,4,47,20
85035A,2011-05-09,2011-05-30,4,51,16
85035B,2010-03-29,2010-04-12,3,13,41
85035B,2010-06-14,2010-07-19,6,19,35
85035B,2010-08-02,2010-08-16,3,20,34
85035B,2011-02-14,2011-02-28,3,39,15
85035B,2011-03-14,2011-04-18,6,40,14
85035B,2011-05-02,2011-06-06,6,41,13
85035B,2011-08-01,2011-08-22,4,46,8
85035C,2010-07-05,2010-07-26,4,22,42
85035C,2011-03-21,2011-04-04,3,47,17
85035C,2011-05-02,2011-05-23,4,49,15
85035C,2011-07-25,2011-08-08,3,53,11
85035C,2011-08-22,2011-09-12,4,54,10
85036B,2010-05-03,2010-05-31,5,9,34
85036B,2010-06-14,2010-07-05,4,10,33
85036B,2010-09-06,2010-10-04,5,15,28
85036B,2011-02-14,2011-03-07,4,29,14
85036B,2011-03-21,2011-04-11,4,30,13
85036B,2011-05-23,2011-06-20,5,33,10
85036B,2011-07-25,2011-09-05,7,36,7
85036B,2011-09-19,2011-10-03,3,37,6
85036C,2010-03-29,2010-04-12,3,11,42
85036C,2010-05-31,2010-06-14,3,17,36
85036C,2010-06-28,2010-08-16,8,18,35
85036C,2010-11-01,2010-11-15,3,26,27
85036C,2011-02-14,2011-02-28,3,36,17
85036C,2011-03-14,2011-04-04,4,37,16
85036C,2011-05-09,2011-06-20,7,41,12
85036C,2011-07-18,2011-08-01,3,43,10
85036C,2011-08-15,2011-09-12,5,44,9
85038,2011-04-11,2011-05-09,5,64,25
85039B,2011-08-08,2011-08-22,3,64,14
85039C,2010-05-03,2010-07-12,11,13,49
85039C,2010-08-09,2010-09-06,5,16,46
85039C,2011-02-07,2011-02-21,3,36,26
85039C,2011-04-11,2011-04-25,3,41,21
85039C,2011-06-27,2011-07-11,3,47,15
85039C,2011-08-08,2011-08-22,3,49,13
85040B,2010-12-20,2011-01-03,3,54,11
85045,2010-12-27,2011-06-13,25,22,7
85045,2011-06-27,2011-08-08,7,23,6
85048,2010-04-12,2010-05-03,4,9,51
85048,2010-05-24,2010-07-12,8,11,49
85048,2011-01-24,2011-05-09,16,36,24
85048,2011-05-23,2011-06-06,3,37,23
85049A,2010-04-19,2010-05-03,3,15,71
85049A,2011-05-02,2011-05-16,3,58,28
85049C,2010-02-01,2010-02-22,4,8,89
85049F,2010-12-06,2010-12-27,4,52,36
85049H,2011-04-11,2011-04-25,3,63,27
85053,2010-02-08,2010-03-01,4,8,64
85053,2010-06-14,2010-10-25,20,18,54
85059,2010-09-27,2010-10-11,3,36,51
85066,2010-03-29,2010-04-19,4,16,84
85071A,2010-05-24,2010-06-07,3,10,50
85071A,2011-03-28,2011-05-02,6,36,24
85071A,2011-05-30,2011-06-13,3,39,21
85071B,2010-04-12,2010-05-03,4,10,52
85071B,2010-05-17,2010-05-31,3,11,51
85071B,2010-08-30,2010-09-13,3,20,42
85071B,2011-02-21,2011-03-07,3,34,28
85071B,2011-03-28,2011-04-25,5,36,26
85071C,2010-04-12,2010-04-26,3,13,50
85071C,2010-06-14,2010-06-28,3,17,46
85071C,2010-07-12,2010-07-26,3,18,45
85071C,2010-08-30,2010-09-20,4,22,41
85071C,2010-10-25,2010-11-08,3,24,39
85071C,2011-01-24,2011-03-07,7,31,32
85071C,2011-03-21,2011-04-04,3,32,31
85071D,2010-04-12,2010-04-26,3,8,43
85071D,2010-05-10,2010-05-31,4,9,42
85071D,2010-06-14,2010-06-28,3,10,41
85071D,2010-07-12,2010-07-26,3,11,40
85071D,2011-02-07,2011-02-21,3,27,24
85071D,2011-03-21,2011-04-04,3,29,22
85071D,2011-04-18,2011-05-02,3,30,21
85071D,2011-05-16,2011-06-27,7,31,20
85078,2010-04-26,2010-05-31,6,10,53
85078,2010-07-05,2010-08-16,7,13,50
85078,2010-12-27,2011-01-24,5,29,34
85086A,2010-10-25,2010-11-08,3,40,16
85086A,2010-12-13,2011-02-14,10,42,14
85086A,2011-03-21,2011-05-16,9,45,11
85087,2010-05-17,2010-06-07,4,8,41
85087,2010-07-12,2010-08-02,4,10,39
85087,2010-09-20,2010-10-04,3,13,36
85087,2011-01-24,2011-02-21,5,22,27
85088,2010-04-05,2010-04-26,4,8,41
85088,2010-05-24,2010-06-07,3,10,39
85088,2010-06-21,2010-07-12,4,11,38
85088,2010-10-18,2010-11-01,3,18,31
85088,2011-01-31,2011-02-28,5,27,22
85088,2011-09-12,2011-09-26,3,42,7
85089,2010-04-19,2010-06-07,8,10,9
85089,2010-07-05,2010-11-15,20,13,6
85089,2010-11-29,2010-12-27,5,14,5
85089,2011-01-10,2011-07-04,26,15,4
85090,2010-06-14,2010-07-12,5,21,7
85090,2010-07-26,2010-08-30,6,22,6
85091,2010-04-26,2010-05-17,4,8,5
85092,2010-05-31,2010-07-19,8,9,6
85093,2010-06-07,2010-06-21,3,21,41
85093,2010-07-05,2010-07-26,4,22,40
85093,2010-09-13,2010-09-27,3,27,35
85093,2010-10-11,2010-11-29,8,28,34
85094,2010-08-30,2010-09-20,4,9,35
85094,2010-10-11,2010-11-01,4,11,33
85094,2010-11-15,2010-11-29,3,12,32
85094,2011-05-30,2011-06-13,3,28,16
85094,2011-07-18,2011-08-01,3,32,12
85095,2011-04-04,2011-05-02,5,9,13
85095,2011-08-08,2011-09-12,6,16,6
85095,2011-10-17,2011-10-31,3,18,4
85096,2010-05-24,2010-06-07,3,17,28
85096,2010-08-30,2010-09-20,4,25,20
85096,2010-12-13,2010-12-27,3,33,12
85096,2011-01-10,2011-02-28,8,34,11
85096,2011-03-28,2011-07-11,16,37,8
85096,2011-08-22,2011-09-26,6,41,4
85097B,2010-05-03,2010-05-31,5,14,5
85103,2010-04-05,2010-05-03,5,12,35
85103,2010-08-16,2010-08-30,3,22,25
85103,2011-01-24,2011-03-07,7,38,9
85104,2010-03-08,2010-03-22,3,8,28
85104,2010-04-05,2010-04-19,3,9,27
85104,2010-06-07,2010-06-21,3,12,24
85104,2010-07-05,2010-08-02,5,13,23
85104,2010-08-30,2010-09-13,3,15,21
85104,2010-12-27,2011-01-31,6,26,10
85104,2011-02-14,2011-03-21,6,27,9
85104,2011-04-04,2011-05-09,6,28,8
85104,2011-05-23,2011-06-13,4,29,7
85104,2011-06-27,2011-08-08,7,30,6
85104,2011-08-22,2011-09-26,6,31,5
85106,2010-07-12,2010-07-26,3,8,26
85106,2010-12-06,2010-12-27,4,23,11
85106,2011-01-24,2011-03-07,7,26,8
85106,2011-03-28,2011-05-30,10,28,6
85106,2011-06-13,2011-07-11,5,29,5
85107,2010-04-12,2010-05-17,6,11,32
85107,2010-05-31,2010-07-12,7,12,31
85107,2010-12-13,2011-03-14,14,26,17
85107,2011-04-11,2011-05-30,8,28,15
85107,2011-06-13,2011-06-27,3,29,14
85107,2011-07-11,2011-07-25,3,30,13
85107,2011-09-05,2011-09-19,3,35,8
85109,2010-06-28,2010-07-26,5,10,6
85110,2010-04-12,2010-05-03,4,11,7
85110,2010-05-17,2010-05-31,3,12,6
85110,2010-06-14,2010-07-12,5,13,5
85111,2011-02-21,2011-04-11,8,20,24
85111,2011-04-25,2011-05-30,6,21,23
85114A,2011-07-11,2011-07-25,3,45,15
85114C,2010-03-29,2010-04-12,3,11,63
85114C,2010-04-26,2010-05-17,4,12,62
85114C,2010-05-31,2010-06-14,3,13,61
85114C,2010-08-16,2010-08-30,3,20,54
85118,2010-07-19,2010-08-02,3,21,18
85119,2010-06-21,2010-09-20,14,21,5
85124B,2011-04-11,2011-05-02,4,50,14
85124B,2011-06-13,2011-06-27,3,53,11
85124B,2011-08-15,2011-08-29,3,57,7
85124B,2011-09-19,2011-10-10,4,59,5
85124C,2010-12-27,2011-01-17,4,44,19
85124C,2011-04-11,2011-05-02,4,53,10
85124C,2011-06-13,2011-06-27,3,56,7
85124C,2011-08-01,2011-08-29,5,59,4
85125,2010-03-22,2010-04-05,3,9,33
85125,2010-05-31,2010-07-05,6,15,27
85125,2010-08-02,2010-09-27,9,17,25
85125,2010-10-11,2010-10-25,3,18,24
85125,2011-01-24,2011-02-07,3,26,16
85125,2011-05-30,2011-06-13,3,34,8
85125,2011-06-27,2011-09-12,12,35,7
85126,2010-10-04,2010-10-18,3,24,5
85127,2010-03-15,2010-03-29,3,8,44
85127,2010-05-03,2010-05-31,5,11,41
85127,2010-07-05,2010-08-02,5,13,39
85127,2010-08-16,2010-08-30,3,14,38
85127,2011-04-25,2011-05-16,4,39,13
85127,2011-06-06,2011-06-27,4,41,11
85127,2011-07-11,2011-08-01,4,42,10
85127,2011-08-15,2011-08-29,3,43,9
85127,2011-09-19,2011-10-10,4,45,7
85129B,2010-07-12,2010-08-23,7,13,29
85129B,2010-09-20,2010-10-04,3,15,27
85129B,2010-12-20,2011-01-03,3,23,19
85129B,2011-05-30,2011-06-20,4,35,7
85129B,2011-07-11,2011-08-22,7,37,5
85129B,2011-09-05,2011-09-19,3,38,4
85129C,2010-03-15,2010-04-19,6,8,35
85129C,2010-07-12,2010-08-02,4,18,25
85129C,2010-12-13,2010-12-27,3,32,11
85129C,2011-02-21,2011-03-14,4,36,7
85129C,2011-03-28,2011-09-19,26,37,6
85129D,2010-07-12,2010-07-26,3,27,49
85129D,2011-04-04,2011-04-25,4,58,18
85129D,2011-07-18,2011-08-01,3,63,13
85130A,2010-12-06,2011-01-24,8,39,5
85130A,2011-02-07,2011-03-07,5,40,4
85130B,2010-05-31,2010-07-05,6,10,41
85130B,2010-07-26,2010-08-30,6,12,39
85130B,2010-12-20,2011-01-17,5,21,30
85130B,2011-01-31,2011-03-07,6,22,29
85130B,2011-05-16,2011-06-06,4,28,23
85130C,2010-07-05,2010-08-23,8,11,34
85130C,2010-11-22,2011-01-10,8,19,26
85130C,2011-03-07,2011-03-28,4,24,21
85130C,2011-04-11,2011-05-02,4,25,20
85130C,2011-05-16,2011-06-27,7,26,19
85130D,2010-03-22,2010-04-12,4,11,56
85130D,2010-08-30,2010-09-13,3,25,42
85130D,2010-12-20,2011-01-03,3,34,33
85131A,2010-05-31,2010-06-14,3,12,54
85131A,2010-09-13,2010-09-27,3,22,44
85131C,2010-06-28,2010-07-26,5,8,41
85131C,2010-09-06,2010-10-04,5,12,37
85131C,2010-11-15,2010-11-29,3,15,34
85131C,2011-05-23,2011-06-06,3,33,16
85131C,2011-07-04,2011-07-18,3,35,14
85131D,2010-06-28,2010-07-19,4,8,64
85131D,2010-09-06,2010-09-20,3,14,58
85132A,2010-03-22,2010-04-05,3,13,47
85132A,2010-05-10,2010-05-31,4,17,43
85132B,2010-03-22,2010-05-31,11,9,32
85132B,2010-06-14,2010-07-05,4,10,31
85132B,2010-07-26,2010-08-09,3,12,29
85132B,2010-09-06,2010-09-27,4,14,27
85132B,2010-12-13,2011-01-03,4,23,18
85132B,2011-02-07,2011-03-07,5,26,15
85132C,2010-05-10,2010-05-31,4,13,53
85132C,2010-07-19,2010-08-02,3,18,48
85135A,2010-03-08,2010-04-05,5,10,24
85135A,2010-07-05,2010-07-26,4,17,17
85135A,2010-11-29,2010-12-13,3,28,6
85135A,2010-12-27,2011-04-18,17,29,5
85135A,2011-05-02,2011-10-31,27,30,4
85135B,2010-05-24,2010-06-07,3,12,30
85135B,2010-06-21,2010-07-05,3,13,29
85135B,2010-07-19,2010-08-09,4,14,28
85135B,2010-08-23,2010-09-20,5,15,27
85135B,2010-12-27,2011-02-28,10,27,15
85135B,2011-03-14,2011-03-28,3,28,14
85135B,2011-05-16,2011-05-30,3,32,10
85135C,2010-06-07,2010-06-21,3,8,40
85135C,2010-07-05,2010-07-19,3,9,39
85135C,2010-08-16,2010-09-06,4,12,36
85135C,2011-02-07,2011-02-21,3,30,18
85135C,2011-03-07,2011-04-04,5,31,17
85135C,2011-05-16,2011-05-30,3,34,14
85135C,2011-07-18,2011-08-01,3,38,10
85136A,2010-04-05,2010-07-26,17,11,38
85136A,2010-08-16,2010-08-30,3,13,36
85136A,2011-03-14,2011-04-04,4,31,18
85136A,2011-05-30,2011-06-20,4,36,13
85136A,2011-07-18,2011-08-15,5,38,11
85136A,2011-09-05,2011-09-26,4,40,9
85136B,2010-04-12,2010-05-31,8,10,18
85136C,2010-04-05,2010-04-26,4,10,38
85136C,2010-07-05,2010-07-19,3,15,33
85136C,2010-12-27,2011-02-07,7,36,12
85136C,2011-02-21,2011-04-25,10,37,11
85136C,2011-05-23,2011-07-11,8,39,9
85136C,2011-07-25,2011-08-08,3,40,8
85136C,2011-08-29,2011-10-10,7,42,6
85141,2010-09-20,2010-10-04,3,21,21
85141,2010-12-20,2011-01-10,4,27,15
85141,2011-02-07,2011-02-21,3,30,12
85142,2010-03-15,2010-04-12,5,12,11
85144,2010-07-26,2010-08-16,4,12,24
85144,2010-11-01,2010-11-15,3,20,16
85144,2010-12-06,2010-12-27,4,22,14
85144,2011-02-21,2011-03-07,3,28,8
85145,2010-08-16,2010-08-30,3,10,11
85145,2010-10-25,2010-11-08,3,14,7
85145,2010-11-22,2011-03-14,17,15,6
85146,2010-12-20,2011-01-24,6,14,5
85150,2011-05-30,2011-08-08,11,74,15
85159A,2010-08-23,2010-09-20,5,19,34
85159A,2010-11-08,2010-11-22,3,24,29
85159A,2011-01-24,2011-02-07,3,29,24
85159A,2011-04-18,2011-05-02,3,37,16
85159A,2011-07-25,2011-08-08,3,46,7
85159B,2010-04-26,2010-05-10,3,12,49
85159B,2010-08-30,2010-09-27,5,22,39
85159B,2010-10-11,2010-11-22,7,23,38
85159B,2011-01-24,2011-02-07,3,28,33
85160A,2010-05-03,2010-05-24,4,11,14
85160A,2010-06-28,2010-07-19,4,15,10
85160A,2010-10-11,2010-11-08,5,21,4
85160B,2010-06-28,2010-07-19,4,10,18
85160B,2010-10-11,2011-01-03,13,16,12
85160B,2011-01-31,2011-03-07,6,18,10
85160B,2011-04-18,2011-06-06,8,22,6
85161,2010-08-02,2010-09-13,7,8,17
85161,2010-10-18,2010-11-15,5,10,15
85161,2011-01-24,2011-03-07,7,16,9
85161,2011-03-28,2011-07-11,16,18,7
85163A,2010-07-26,2010-08-09,3,15,24
85163A,2010-09-27,2010-11-15,8,18,21
85163A,2011-02-07,2011-02-28,4,25,14
85163A,2011-04-25,2011-05-23,5,28,11
85163A,2011-06-20,2011-07-25,6,30,9
85163A,2011-09-05,2011-10-03,5,34,5
85163B,2010-06-14,2010-07-12,5,12,30
85163B,2010-11-22,2010-12-06,3,23,19
85163B,2011-03-14,2011-04-11,5,30,12
85166B,2010-05-24,2010-06-21,5,21,6
85166B,2010-07-05,2010-07-19,3,22,5
85166B,2010-08-02,2010-09-06,6,23,4
85167B,2010-05-24,2010-06-07,3,14,20
85168B,2010-06-21,2010-07-05,3,8,23
85168B,2010-07-26,2010-08-16,4,10,21
85168B,2010-10-11,2010-11-15,6,15,16
85168B,2010-11-29,2010-12-27,5,16,15
85168B,2011-01-24,2011-05-23,18,19,12
85168B,2011-06-27,2011-07-11,3,21,10
85168B,2011-07-25,2011-08-22,5,22,9
85169A,2010-04-19,2010-05-03,3,13,55
85169A,2010-10-04,2010-10-18,3,29,39
85169B,2010-07-05,2010-08-09,6,11,39
85169B,2011-01-24,2011-02-07,3,28,22
85169B,2011-04-04,2011-05-02,5,32,18
85169B,2011-09-26,2011-10-10,3,44,6
85169C,2010-06-07,2010-06-21,3,10,36
85169C,2010-07-26,2010-08-23,5,13,33
85169C,2011-01-24,2011-02-07,3,27,19
85169C,2011-06-20,2011-07-11,4,41,5
85169C,2011-07-25,2011-08-22,5,42,4
85169D,2010-04-05,2010-04-19,3,9,46
85169D,2011-01-24,2011-02-07,3,35,20
85169D,2011-06-20,2011-07-11,4,46,9
85169D,2011-08-15,2011-09-12,5,48,7
85169D,2011-10-03,2011-10-17,3,50,5
85170B,2010-04-26,2010-06-07,7,8,33
85170B,2010-07-12,2010-08-02,4,11,30
85170B,2010-08-16,2010-11-01,12,12,29
85170B,2011-03-14,2011-04-25,7,24,17
85170B,2011-05-09,2011-05-23,3,25,16
85170B,2011-07-18,2011-08-08,4,31,10
85170C,2010-05-03,2010-05-17,3,15,45
85170C,2010-08-16,2010-08-30,3,22,38
85170C,2010-09-20,2010-10-11,4,24,36
85170C,2010-11-15,2010-11-29,3,26,34
85170C,2011-05-23,2011-06-20,5,43,17
85170C,2011-10-03,2011-10-17,3,54,6
85170D,2010-09-13,2010-11-01,8,28,47
85170D,2011-06-06,2011-06-20,3,54,21
85172,2010-08-02,2010-08-16,3,31,41
85172,2010-12-13,2011-01-10,5,46,26
85172,2011-01-24,2011-02-07,3,47,25
85172,2011-04-04,2011-04-18,3,54,18
85172,2011-06-27,2011-07-11,3,58,14
85172,2011-08-15,2011-08-29,3,62,10
85172,2011-09-12,2011-09-26,3,63,9
85173,2011-02-21,2011-03-07,3,49,25
85173,2011-03-21,2011-04-04,3,50,24
85173,2011-07-11,2011-08-01,4,58,16
85174,2011-07-04,2011-07-18,3,76,15
85174,2011-08-22,2011-09-05,3,79,12
85177,2011-04-11,2011-05-09,5,53,20
85177,2011-09-05,2011-09-19,3,64,9
85179A,2011-01-24,2011-03-21,9,16,11
85179A,2011-04-04,2011-07-18,16,17,10
85179A,2011-08-01,2011-09-26,9,18,9
85179B,2010-05-10,2010-05-31,4,15,7
85179B,2010-07-05,2010-08-09,6,18,4
85179C,2011-01-24,2011-07-18,26,8,8
85179C,2011-08-01,2011-10-10,11,9,7
85180A,2010-02-15,2010-03-15,5,8,29
85180A,2010-05-31,2010-06-28,5,13,24
85180A,2010-07-12,2010-09-06,9,14,23
85180A,2010-10-11,2010-11-08,5,16,21
85180A,2011-03-14,2011-03-28,3,27,10
85180A,2011-04-25,2011-06-13,8,29,8
85180A,2011-06-27,2011-07-18,4,30,7
85180A,2011-08-01,2011-09-12,7,31,6
85180B,2010-04-26,2010-06-14,8,10,27
85180B,2010-07-05,2010-08-02,5,12,25
85180B,2010-10-11,2010-11-29,8,17,20
85180B,2011-01-31,2011-04-11,11,24,13
85180B,2011-04-25,2011-05-09,3,25,12
85180B,2011-05-23,2011-06-13,4,26,11
85180B,2011-06-27,2011-07-18,4,27,10
85180B,2011-08-15,2011-09-26,7,29,8
85183A,2010-08-09,2010-08-30,4,26,42
85183A,2010-12-20,2011-01-03,3,36,32
85183A,2011-01-31,2011-04-11,11,39,29
85183B,2010-02-08,2010-02-22,3,8,65
85183B,2010-08-09,2010-08-30,4,23,50
85183B,2011-02-07,2011-03-14,6,41,32
85184C,2010-06-07,2010-06-21,3,24,70
85184D,2010-05-17,2010-05-31,3,19,15
85185B,2011-09-12,2011-09-26,3,73,7
85185C,2010-03-22,2010-04-19,5,10,8
85185C,2010-05-24,2010-06-07,3,13,5
85185D,2010-08-02,2010-08-16,3,21,17
85186A,2010-05-10,2010-05-24,3,18,21
85186A,2010-06-28,2010-09-13,12,20,19
85186A,2010-09-27,2010-11-22,9,21,18
85186C,2010-04-26,2010-06-14,8,17,22
85186C,2010-06-28,2010-09-13,12,18,21
85186C,2010-09-27,2010-11-01,6,19,20
85186C,2010-11-15,2010-12-27,7,20,19
85187,2010-04-05,2010-07-12,15,11,27
85187,2010-07-26,2010-11-08,16,12,26
85187,2010-12-06,2010-12-27,4,15,23
85187,2011-04-25,2011-05-30,6,31,7
85188A,2010-04-12,2011-01-10,40,13,13
85188B,2010-04-26,2010-10-04,24,14,7
85188B,2010-10-18,2010-12-06,8,15,6
85188B,2010-12-20,2011-01-10,4,16,5
85189,2010-04-12,2010-04-26,3,13,8
85189,2010-05-10,2010-05-24,3,14,7
85189,2010-07-12,2010-11-01,17,17,4
85194L,2010-04-26,2010-05-10,3,16,22
85194L,2010-05-24,2010-10-11,21,17,21
85194S,2010-04-26,2010-05-10,3,15,39
85194S,2010-05-31,2010-06-14,3,17,37
85194S,2010-06-28,2010-09-06,11,18,36
85194S,2010-09-20,2010-10-25,6,19,35
85194S,2010-12-06,2010-12-27,4,22,32
85194S,2011-05-02,2011-05-30,5,37,17
85194S,2011-08-01,2011-08-15,3,44,10
85195,2010-06-14,2010-07-05,4,11,4
85197,2010-03-29,2010-06-07,11,13,14
85197,2010-06-21,2010-09-06,12,14,13
85197,2010-09-20,2010-11-15,9,15,12
85197,2010-11-29,2011-01-03,6,16,11
85198,2010-05-17,2010-07-05,8,16,10
85198,2010-08-02,2010-09-27,9,18,8
85198,2010-10-11,2010-11-08,5,19,7
85198,2010-11-22,2011-01-10,8,20,6
85198,2011-01-24,2011-02-07,3,21,5
85198,2011-02-21,2011-03-28,6,22,4
85199L,2010-06-21,2010-07-05,3,26,66
85200,2010-04-05,2011-01-03,40,12,14
85202,2011-07-25,2011-08-08,3,61,12
85203,2011-07-25,2011-08-08,3,72,14
85205B,2010-04-05,2010-11-01,31,11,13
85205B,2010-11-15,2010-12-06,4,12,12
85205B,2010-12-20,2011-01-17,5,13,11
85206A,2010-04-12,2010-05-03,4,14,19
85206A,2010-06-14,2010-09-06,13,17,16
85206A,2010-09-20,2010-10-25,6,18,15
85208,2010-05-10,2010-05-31,4,14,35
85208,2010-07-05,2010-08-30,9,16,33
85208,2011-02-07,2011-02-21,3,29,20
85208,2011-07-25,2011-08-22,5,41,8
85211,2010-07-19,2010-09-20,10,21,26
85211,2011-01-17,2011-02-21,6,31,16
85211,2011-06-13,2011-06-27,3,41,6
85212,2010-07-05,2010-08-09,6,22,46
85212,2010-08-30,2010-10-04,6,24,44
85212,2011-01-24,2011-02-07,3,34,34
85212,2011-05-09,2011-05-23,3,44,24
85213,2010-06-28,2010-07-12,3,19,28
85213,2010-08-02,2010-08-16,3,21,26
85213,2010-08-30,2010-09-13,3,22,25
85213,2010-12-20,2011-01-10,4,29,18
85213,2011-05-09,2011-05-23,3,41,6
85214,2010-10-25,2010-11-15,4,37,27
85214,2010-12-20,2011-01-03,3,41,23
85215,2010-08-23,2010-09-06,3,19,24
85215,2010-12-20,2011-01-03,3,29,14
85215,2011-04-25,2011-05-30,6,39,4
85216,2010-12-06,2011-01-10,6,50,6
85216,2011-02-14,2011-06-27,20,52,4
85224,2010-09-20,2010-10-04,3,34,4
85226C,2010-07-12,2010-08-09,5,26,9
85230A,2010-03-22,2010-04-05,3,8,29
85230A,2010-05-10,2010-05-31,4,11,26
85230A,2010-07-12,2010-08-09,5,14,23
85230A,2010-09-06,2010-09-27,4,17,20
85230A,2010-10-25,2010-11-08,3,19,18
85230A,2010-11-29,2010-12-13,3,21,16
85230A,2010-12-27,2011-01-24,5,22,15
85230A,2011-03-28,2011-04-18,4,26,11
85230A,2011-05-02,2011-05-23,4,27,10
85230A,2011-07-04,2011-07-25,4,30,7
85230B,2010-05-10,2010-06-28,8,8,38
85230B,2010-07-12,2010-08-09,5,9,37
85230B,2010-10-11,2010-10-25,3,14,32
85230B,2010-12-27,2011-01-10,3,21,25
85230B,2011-06-06,2011-07-25,8,31,15
85230E,2010-07-19,2010-08-09,4,17,30
85230F,2010-07-12,2010-08-09,5,21,19
85230F,2010-10-11,2010-10-25,3,26,14
85230F,2011-02-07,2011-03-28,8,36,4
85230G,2010-07-12,2010-08-09,5,11,27
85230G,2010-09-06,2010-09-27,4,13,25
85230G,2010-10-11,2010-10-25,3,14,24
85230G,2011-01-10,2011-01-24,3,20,18
85230G,2011-03-28,2011-04-18,4,25,13
85230G,2011-06-27,2011-07-25,5,30,8
85231B,2011-05-09,2011-05-30,4,67,23
85232D,2011-06-27,2011-09-12,12,73,9
90000A,2010-11-22,2011-02-07,12,11,8
90000A,2011-03-07,2011-05-09,10,13,6
90000A,2011-05-23,2011-06-06,3,14,5
90000B,2010-09-13,2010-10-04,4,9,10
90000B,2010-10-18,2010-11-01,3,10,9
90000B,2010-12-13,2011-01-17,6,13,6
90000B,2011-02-21,2011-03-14,4,15,4
90000D,2010-12-20,2011-01-03,3,18,9
90000D,2011-01-17,2011-02-07,4,19,8
90000D,2011-02-21,2011-03-21,5,20,7
90000D,2011-04-04,2011-05-09,6,21,6
90000D,2011-05-23,2011-06-06,3,22,5
90000D,2011-06-20,2011-07-11,4,23,4
90002C,2010-05-10,2010-05-24,3,8,5
90002D,2010-03-29,2010-04-12,3,8,18
90002D,2010-04-26,2010-05-10,3,9,17
90002D,2010-06-28,2010-08-09,7,13,13
90002D,2010-08-23,2010-10-04,7,14,12
90002D,2010-12-13,2011-01-10,5,22,4
90003B,2010-04-26,2010-05-17,4,9,12
90003B,2010-05-31,2010-08-23,13,10,11
90003B,2010-09-06,2010-11-01,9,11,10
90003B,2010-12-13,2011-01-03,4,14,7
90003B,2011-01-17,2011-02-21,6,15,6
90003B,2011-03-07,2011-07-04,18,16,5
90003B,2011-07-18,2011-08-22,6,17,4
90003C,2010-05-10,2010-09-13,19,8,21
90003C,2010-09-27,2010-11-15,8,9,20
90003C,2010-12-13,2011-01-03,4,12,17
90003C,2011-01-24,2011-02-21,5,14,15
90003C,2011-03-14,2011-03-28,3,16,13
90003C,2011-04-11,2011-04-25,3,17,12
90003C,2011-05-09,2011-07-04,9,18,11
90003C,2011-08-01,2011-08-15,3,20,9
90003C,2011-10-10,2011-10-24,3,25,4
90003D,2010-04-05,2010-05-24,8,8,16
90003D,2010-06-07,2010-10-04,18,9,15
90003D,2010-10-18,2010-11-29,7,10,14
90003D,2010-12-27,2011-01-17,4,12,12
90003D,2011-01-31,2011-03-28,9,13,11
90003D,2011-04-11,2011-06-20,11,14,10
90003D,2011-07-18,2011-08-22,6,17,7
90003D,2011-10-17,2011-10-31,3,20,4
90003E,2010-12-06,2010-12-27,4,8,10
90003E,2011-01-24,2011-05-30,19,10,8
90003E,2011-06-13,2011-07-04,4,11,7
90003E,2011-07-18,2011-08-15,5,12,6
90005A,2010-07-12,2010-08-02,4,18,16
90010A,2010-04-26,2010-06-07,7,8,17
90010A,2010-06-21,2010-11-15,22,9,16
90010A,2010-12-06,2011-01-31,9,11,14
