StockCode,product,ABC,XYZ,class,revenue,units,weeks_active,cv,is_forecastable,revenue_rank,cumulative_revenue,cumulative_revenue_pct,sku_pct,policy_note
90026B,GLASS BEAD HOOP NECKLACE MONTANA,C,Z,CZ,67.82,8,7,3.905,0,4213,19685896.8,99.93,89.183,Delist candidate — worst capital-to-value ratio
90002E,FLOWER BURST SILVER RING GREEN,C,Z,CZ,67.77,18,9,4.273,0,4214,19685964.57,99.93,89.204,Delist candidate — worst capital-to-value ratio
84864A,PINK PAISLEY PHOTO ALBUM,C,Z,CZ,67.71,7,4,5.553,0,4215,19686032.28,99.93,89.225,Delist candidate — worst capital-to-value ratio
90078,PINK/WHITE GLASS DEMI CHOKER,C,Z,CZ,67.64,9,5,4.837,0,4216,19686099.92,99.931,89.246,Delist candidate — worst capital-to-value ratio
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,C,Z,CZ,67.61,8,6,4.301,0,4217,19686167.53,99.931,89.268,Delist candidate — worst capital-to-value ratio
47341B,BLUE TABLE RUN FLOWER,C,Z,CZ,67.5,48,13,3.94,0,4218,19686235.03,99.931,89.289,Delist candidate — worst capital-to-value ratio
84926B,SCOTTS ROSES TILE COASTER,C,Z,CZ,67.5,54,7,6.114,0,4219,19686302.53,99.932,89.31,Delist candidate — worst capital-to-value ratio
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,C,Z,CZ,67.25,5,3,6.69,0,4220,19686369.78,99.932,89.331,Delist candidate — worst capital-to-value ratio
90214P,"LETTER ""P"" BLING KEY RING",C,Z,CZ,66.59,77,26,3.852,1,4221,19686436.37,99.933,89.352,Delist candidate — worst capital-to-value ratio
35819P,"ACRYLIC HANGING JEWEL,PINK",C,Z,CZ,66.55,95,6,5.056,0,4222,19686502.92,99.933,89.373,Delist candidate — worst capital-to-value ratio
90037A,TINY CRYSTAL BRACELET RED,C,Z,CZ,66.31,26,11,3.833,0,4223,19686569.23,99.933,89.395,Delist candidate — worst capital-to-value ratio
40002,WHITE BAMBOO RIBS LAMPSHADE,C,Z,CZ,66.3,78,1,10.149,0,4224,19686635.53,99.934,89.416,Delist candidate — worst capital-to-value ratio
85072,OCCASIONS GIFT CARD ASSORTMENT,C,Z,CZ,66.0,120,1,10.149,0,4225,19686701.53,99.934,89.437,Delist candidate — worst capital-to-value ratio
79329,PINK FLOCK GLASS CANDLEHOLDER,C,Z,CZ,65.94,100,7,7.376,0,4226,19686767.47,99.934,89.458,Delist candidate — worst capital-to-value ratio
17136A,BLUE STONES ON WIRE FOR CANDLE,C,Z,CZ,65.94,795,28,2.273,1,4227,19686833.41,99.935,89.479,Delist candidate — worst capital-to-value ratio
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,C,Z,CZ,65.76,21,4,6.529,0,4228,19686899.17,99.935,89.5,Delist candidate — worst capital-to-value ratio
79406,FROSTED WHITE BASE,C,Z,CZ,65.62,259,20,3.49,0,4229,19686964.79,99.935,89.522,Delist candidate — worst capital-to-value ratio
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,C,Z,CZ,65.31,11,8,3.689,0,4230,19687030.1,99.936,89.543,Delist candidate — worst capital-to-value ratio
47016,LIGHT DECORATION BATTERY OPERATED,C,Z,CZ,65.1,31,4,7.975,0,4231,19687095.2,99.936,89.564,Delist candidate — worst capital-to-value ratio
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,C,Z,CZ,64.94,13,9,3.793,0,4232,19687160.14,99.936,89.585,Delist candidate — worst capital-to-value ratio
90046,WHITE WITH METAL BAG CHARM,C,Z,CZ,64.35,13,6,4.532,0,4233,19687224.49,99.937,89.606,Delist candidate — worst capital-to-value ratio
84551,CROCHET DOG KEYRING,C,Z,CZ,64.35,39,8,4.68,0,4234,19687288.84,99.937,89.627,Delist candidate — worst capital-to-value ratio
90074,BLACK DIAMOND CLUSTER NECKLACE,C,Z,CZ,64.09,7,6,4.255,0,4235,19687352.93,99.937,89.649,Delist candidate — worst capital-to-value ratio
79534,MULTICOLOUR GLASS PLATE,C,Z,CZ,63.8,116,14,2.863,0,4236,19687416.73,99.937,89.67,Delist candidate — worst capital-to-value ratio
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,C,Z,CZ,63.75,15,9,4.552,0,4237,19687480.48,99.938,89.691,Delist candidate — worst capital-to-value ratio
20791,BLUE TILED SET OF 3 DRAWERS,C,Z,CZ,63.75,5,1,10.149,0,4238,19687544.23,99.938,89.712,Delist candidate — worst capital-to-value ratio
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,C,Z,CZ,63.75,15,10,3.775,0,4239,19687607.98,99.938,89.733,Delist candidate — worst capital-to-value ratio
35973,GERANIUM FOLKART HEART DECORATION,C,Z,CZ,63.75,51,6,5.373,0,4240,19687671.73,99.939,89.754,Delist candidate — worst capital-to-value ratio
84582,PINK CROCHET CAT WITH SCARF,C,Z,CZ,63.75,15,6,4.345,0,4241,19687735.48,99.939,89.776,Delist candidate — worst capital-to-value ratio
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,C,Z,CZ,63.5,10,3,6.533,0,4242,19687798.98,99.939,89.797,Delist candidate — worst capital-to-value ratio
90205A,LARGE MINT DIAMANTE HAIRSLIDE,C,Z,CZ,63.46,38,22,2.341,0,4243,19687862.44,99.94,89.818,Delist candidate — worst capital-to-value ratio
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,C,Z,CZ,63.28,26,11,3.913,0,4244,19687925.72,99.94,89.839,Delist candidate — worst capital-to-value ratio
72709,IVORY SCULPTED RND CANDLE,C,Z,CZ,62.9,74,12,3.624,0,4245,19687988.62,99.94,89.86,Delist candidate — worst capital-to-value ratio
84529B,BLUE KNITTED KID'S RUCKSACK,C,Z,CZ,62.35,13,3,7.976,0,4246,19688050.97,99.941,89.881,Delist candidate — worst capital-to-value ratio
35607B,BLACK FEATHER CHRISTMAS DECORATION,C,Z,CZ,62.3,312,15,3.968,0,4247,19688113.27,99.941,89.903,Delist candidate — worst capital-to-value ratio
47348A,FUSCHIA VOILE POINTY SHOE DEC,C,Z,CZ,62.01,103,12,5.061,0,4248,19688175.28,99.941,89.924,Delist candidate — worst capital-to-value ratio
72771B,BURG FLOCK GOLD CUP/CANDLE,C,Z,CZ,61.94,129,2,10.07,0,4249,19688237.22,99.942,89.945,Delist candidate — worst capital-to-value ratio
20620,RED SPOTTY PASSPORT COVER,C,Z,CZ,61.76,15,7,4.237,0,4250,19688298.98,99.942,89.966,Delist candidate — worst capital-to-value ratio
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",C,Z,CZ,61.3,143,2,10.007,0,4251,19688360.28,99.942,89.987,Delist candidate — worst capital-to-value ratio
35910B,PINK FLOWERS RABBIT EASTER,C,Z,CZ,61.07,29,7,4.262,0,4252,19688421.35,99.943,90.008,Delist candidate — worst capital-to-value ratio
90188,DROP EARRINGS W FLOWER & LEAF,C,Z,CZ,61.05,24,15,2.703,0,4253,19688482.4,99.943,90.03,Delist candidate — worst capital-to-value ratio
90214I,"LETTER ""I"" BLING KEY RING",C,Z,CZ,61.0,62,22,3.375,0,4254,19688543.4,99.943,90.051,Delist candidate — worst capital-to-value ratio
37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",C,Z,CZ,60.0,16,8,4.008,0,4255,19688603.4,99.944,90.072,Delist candidate — worst capital-to-value ratio
84875A,PINK SQUARE COMPACT MIRROR,C,Z,CZ,60.0,16,10,3.579,0,4256,19688663.4,99.944,90.093,Delist candidate — worst capital-to-value ratio
23629,SET 10 CARDS DRESSING UP 17077,C,Z,CZ,59.76,24,6,4.964,0,4257,19688723.16,99.944,90.114,Delist candidate — worst capital-to-value ratio
90021,LASER CUT MULTI STRAND NECKLACE,C,Z,CZ,59.75,5,4,5.303,0,4258,19688782.91,99.944,90.135,Delist candidate — worst capital-to-value ratio
84292B,BLUE COL METAL FOLDING CHAIR,C,Z,CZ,59.75,9,5,5.341,0,4259,19688842.66,99.945,90.157,Delist candidate — worst capital-to-value ratio
90171,DAISY RING,C,Z,CZ,59.65,47,11,3.303,0,4260,19688902.31,99.945,90.178,Delist candidate — worst capital-to-value ratio
44241C,BLUE BUTTERFLY ON SPRING,C,Z,CZ,59.5,70,7,7.088,0,4261,19688961.81,99.945,90.199,Delist candidate — worst capital-to-value ratio
35654,VINTAGE BEAD FILLED PINK CUSHION,C,Z,CZ,59.4,12,5,5.281,0,4262,19689021.21,99.946,90.22,Delist candidate — worst capital-to-value ratio
35001B,HAND OPEN SHAPE BLACK,C,Z,CZ,59.33,17,6,4.807,0,4263,19689080.54,99.946,90.241,Delist candidate — worst capital-to-value ratio
90011B,BLACK CRYSTAL DROP EARRINGS,C,Z,CZ,59.06,20,12,3.682,0,4264,19689139.6,99.946,90.262,Delist candidate — worst capital-to-value ratio
35909A,RABBIT EASTER DECORATION,C,Z,CZ,59.0,20,5,5.254,0,4265,19689198.6,99.947,90.284,Delist candidate — worst capital-to-value ratio
17129C,SKY BLUE COLOUR GLASS GEMS IN BAG,C,Z,CZ,58.83,87,10,8.402,0,4266,19689257.43,99.947,90.305,Delist candidate — worst capital-to-value ratio
85023C,PINK LARGE JEWELED PHOTOFRAME,C,Z,CZ,58.65,23,8,3.863,0,4267,19689316.08,99.947,90.326,Delist candidate — worst capital-to-value ratio
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",C,Z,CZ,58.65,23,7,4.476,0,4268,19689374.73,99.947,90.347,Delist candidate — worst capital-to-value ratio
84226,HEN HOUSE W FAMILY IN BARN & NEST,C,Z,CZ,58.31,77,15,4.888,0,4269,19689433.04,99.948,90.368,Delist candidate — worst capital-to-value ratio
35816B,"ACRYLIC JEWEL ANGEL,BLUE",C,Z,CZ,58.07,139,3,9.929,0,4270,19689491.11,99.948,90.39,Delist candidate — worst capital-to-value ratio
35821B,"JEWELLED DECORATION,BLUE",C,Z,CZ,57.0,150,3,6.253,0,4271,19689548.11,99.948,90.411,Delist candidate — worst capital-to-value ratio
90212C,PURPLE LAS VEGAS BRACELET ROUND,C,Z,CZ,56.25,15,7,4.013,0,4272,19689604.36,99.949,90.432,Delist candidate — worst capital-to-value ratio
85080,PADDED RED HEART DECORATION,C,Z,CZ,56.18,114,11,3.998,0,4273,19689660.54,99.949,90.453,Delist candidate — worst capital-to-value ratio
47344B,BLUE FLOWER DES PURSE,C,Z,CZ,56.16,54,9,4.372,0,4274,19689716.7,99.949,90.474,Delist candidate — worst capital-to-value ratio
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,C,Z,CZ,56.1,22,7,5.19,0,4275,19689772.8,99.949,90.495,Delist candidate — worst capital-to-value ratio
90033,IVORY SHELL HEART EARRINGS,C,Z,CZ,55.88,22,16,2.595,0,4276,19689828.68,99.95,90.517,Delist candidate — worst capital-to-value ratio
90182C,BLACK 3 BEAD DROP EARRINGS,C,Z,CZ,55.74,19,12,3.777,0,4277,19689884.42,99.95,90.538,Delist candidate — worst capital-to-value ratio
90177A,CLASSIC DIAMANTE EARRINGS JET,C,Z,CZ,55.69,19,14,3.622,0,4278,19689940.11,99.95,90.559,Delist candidate — worst capital-to-value ratio
90214T,"LETTER ""T"" BLING KEY RING",C,Z,CZ,55.57,57,21,3.346,0,4279,19689995.68,99.951,90.58,Delist candidate — worst capital-to-value ratio
22657,HEN & 2 CHICKS IN BASKET,C,Z,CZ,55.25,65,7,4.57,0,4280,19690050.93,99.951,90.601,Delist candidate — worst capital-to-value ratio
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,C,Z,CZ,55.12,13,9,3.453,0,4281,19690106.05,99.951,90.622,Delist candidate — worst capital-to-value ratio
85151,WELCOME METAL SIGN,C,Z,CZ,55.0,44,3,6.747,0,4282,19690161.05,99.951,90.644,Delist candidate — worst capital-to-value ratio
90135A,ORANGE/FUSCHIA STONES NECKLACE,C,Z,CZ,54.62,11,4,6.277,0,4283,19690215.67,99.952,90.665,Delist candidate — worst capital-to-value ratio
90142D,MOP PENDANT SHELL NECKLACE,C,Z,CZ,54.59,11,5,5.064,0,4284,19690270.26,99.952,90.686,Delist candidate — worst capital-to-value ratio
90043,COPPER AND BRASS BAG CHARM,C,Z,CZ,54.51,10,6,4.45,0,4285,19690324.77,99.952,90.707,Delist candidate — worst capital-to-value ratio
20953,PORCELAIN CHERUB BELL LARGE,C,Z,CZ,54.45,33,6,5.045,0,4286,19690379.22,99.953,90.728,Delist candidate — worst capital-to-value ratio
20820,SILVER LOOKING MIRROR,C,Z,CZ,54.45,11,8,3.915,0,4287,19690433.67,99.953,90.749,Delist candidate — worst capital-to-value ratio
90084,PINK CRYSTAL GUITAR PHONE CHARM,C,Z,CZ,54.4,64,6,6.678,0,4288,19690488.07,99.953,90.771,Delist candidate — worst capital-to-value ratio
46115B,GREEN POP ART MAO CUSHION COVER,C,Z,CZ,54.34,286,16,3.151,0,4289,19690542.41,99.953,90.792,Delist candidate — worst capital-to-value ratio
20870,OPULENT VELVET CANDLE IN BOX,C,Z,CZ,54.3,30,3,9.155,0,4290,19690596.71,99.954,90.813,Delist candidate — worst capital-to-value ratio
84402B,PURPLE DRESS JEWELLERY STAND,C,Z,CZ,54.09,63,2,9.829,0,4291,19690650.8,99.954,90.834,Delist candidate — worst capital-to-value ratio
72798C,SET/4 GARDEN ROSE DINNER CANDLE,C,Z,CZ,53.11,28,15,3.226,0,4292,19690703.91,99.954,90.855,Delist candidate — worst capital-to-value ratio
84845C,CARNATION SQUARE HANDY TIN,C,Z,CZ,52.5,42,12,3.801,0,4293,19690756.41,99.954,90.876,Delist candidate — worst capital-to-value ratio
84845D,GERANIUM SQUARE HANDY TIN,C,Z,CZ,51.25,41,8,5.397,0,4294,19690807.66,99.955,90.898,Delist candidate — worst capital-to-value ratio
35071,ASSORTED SANTA CHRISTMAS DECORATION,C,Z,CZ,51.14,50,2,9.553,0,4295,19690858.8,99.955,90.919,Delist candidate — worst capital-to-value ratio
20964,POLYESTER FILLER PAD 60x40cm,C,Z,CZ,51.0,20,5,5.052,0,4296,19690909.8,99.955,90.94,Delist candidate — worst capital-to-value ratio
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,C,Z,CZ,51.0,20,4,5.303,0,4297,19690960.8,99.955,90.961,Delist candidate — worst capital-to-value ratio
85069,CREAM SWEETHEART DOUBLE SHELF,C,Z,CZ,50.85,3,1,10.149,0,4298,19691011.65,99.956,90.982,Delist candidate — worst capital-to-value ratio
90034,WHITE SILVER NECKLACE SHELL GLASS,C,Z,CZ,50.48,5,5,4.45,0,4299,19691062.13,99.956,91.003,Delist candidate — worst capital-to-value ratio
72083A,STRAWBERY SWIRL FLARE CANDLE,C,Z,CZ,50.4,24,5,6.936,0,4300,19691112.53,99.956,91.025,Delist candidate — worst capital-to-value ratio
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,C,Z,CZ,50.06,10,5,4.678,0,4301,19691162.59,99.956,91.046,Delist candidate — worst capital-to-value ratio
23603,SET 10 CARD KRAFT REINDEER 17084,C,Z,CZ,49.8,20,7,4.391,0,4302,19691212.39,99.957,91.067,Delist candidate — worst capital-to-value ratio
72129,COLUMBIAN CANDLE ROUND,C,Z,CZ,49.76,75,15,3.383,0,4303,19691262.15,99.957,91.088,Delist candidate — worst capital-to-value ratio
90052,CRACKED GLAZE NECKLACE BROWN,C,Z,CZ,49.58,7,5,5.157,0,4304,19691311.73,99.957,91.109,Delist candidate — worst capital-to-value ratio
84537B,FAIRY CAKES GIFT BAG,C,Z,CZ,49.14,117,10,3.938,0,4305,19691360.87,99.958,91.13,Delist candidate — worst capital-to-value ratio
35644,PAIR PINK/BLACK COATHANGERS,C,Z,CZ,48.75,25,6,6.064,0,4306,19691409.62,99.958,91.152,Delist candidate — worst capital-to-value ratio
90128A,PINK LEAVES AND BEADS PHONE CHARM,C,Z,CZ,48.71,33,8,4.988,0,4307,19691458.33,99.958,91.173,Delist candidate — worst capital-to-value ratio
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,C,Z,CZ,48.51,47,23,2.273,0,4308,19691506.84,99.958,91.194,Delist candidate — worst capital-to-value ratio
35603C,SET/16 WHITE SHINY & MATT BAUBLES,C,Z,CZ,48.3,83,16,2.904,0,4309,19691555.14,99.958,91.215,Delist candidate — worst capital-to-value ratio
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,C,Z,CZ,48.3,18,12,3.045,0,4310,19691603.44,99.959,91.236,Delist candidate — worst capital-to-value ratio
90083,CRYSTAL CZECH CROSS PHONE CHARM,C,Z,CZ,48.08,52,13,3.893,0,4311,19691651.52,99.959,91.257,Delist candidate — worst capital-to-value ratio
84608,ORNATE EDWARDIAN CANDLE HOLDER,C,Z,CZ,47.7,6,4,5.281,0,4312,19691699.22,99.959,91.279,Delist candidate — worst capital-to-value ratio
21347,GOTHIC CARRIAGE LANTERN,C,Z,CZ,47.6,8,3,7.794,0,4313,19691746.82,99.959,91.3,Delist candidate — worst capital-to-value ratio
85081,PADDED HOLLY CHRISTMAS DECORATION,C,Z,CZ,47.43,107,10,3.477,0,4314,19691794.25,99.96,91.321,Delist candidate — worst capital-to-value ratio
20895,VINTAGE NOTEBOOK FRENCH LETTER,C,Z,CZ,47.2,16,4,7.742,0,4315,19691841.45,99.96,91.342,Delist candidate — worst capital-to-value ratio
35909B,PINK FLOWERS RABBIT EASTER,C,Z,CZ,47.2,16,6,4.835,0,4316,19691888.65,99.96,91.363,Delist candidate — worst capital-to-value ratio
90067B,BROWN VINTAGE VICTORIAN EARRINGS,C,Z,CZ,47.12,16,6,5.466,0,4317,19691935.77,99.96,91.384,Delist candidate — worst capital-to-value ratio
37462E,"PET MUG, GOLDFISH",C,Z,CZ,47.12,107,23,3.6,0,4318,19691982.89,99.961,91.406,Delist candidate — worst capital-to-value ratio
84227,HEN HOUSE W CHICK IN NEST,C,Z,CZ,47.04,112,8,5.192,0,4319,19692029.93,99.961,91.427,Delist candidate — worst capital-to-value ratio
90181C,BLACK GLASS/SHELL/PEARL NECKLACE,C,Z,CZ,46.93,5,5,4.45,0,4320,19692076.86,99.961,91.448,Delist candidate — worst capital-to-value ratio
20988,TRELLIS FLOWER CHOPSTICKS SET/5,C,Z,CZ,46.8,24,7,5.072,0,4321,19692123.66,99.961,91.469,Delist candidate — worst capital-to-value ratio
84857B,BLUE MONTE CARLO HANDBAG,C,Z,CZ,46.8,24,1,10.149,0,4322,19692170.46,99.962,91.49,Delist candidate — worst capital-to-value ratio
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,C,Z,CZ,46.7,11,10,3.19,0,4323,19692217.16,99.962,91.511,Delist candidate — worst capital-to-value ratio
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,C,Z,CZ,46.6,11,10,3.19,0,4324,19692263.76,99.962,91.533,Delist candidate — worst capital-to-value ratio
84705F,RED PEONY PHOTO FRAME,C,Z,CZ,46.5,10,5,4.45,0,4325,19692310.26,99.962,91.554,Delist candidate — worst capital-to-value ratio
16050,TEATIME PENCIL WITH RUBBER,C,Z,CZ,46.45,151,7,5.07,0,4326,19692356.71,99.963,91.575,Delist candidate — worst capital-to-value ratio
47341A,FUSCHIA TABLE RUN FLOWER,C,Z,CZ,46.25,29,6,5.57,0,4327,19692402.96,99.963,91.596,Delist candidate — worst capital-to-value ratio
72024U,LILAC VOTIVE CANDLE,C,Z,CZ,46.2,220,9,3.583,0,4328,19692449.16,99.963,91.617,Delist candidate — worst capital-to-value ratio
84626,CANDY STRIPE ROSE QUILT,C,Z,CZ,45.95,1,1,10.149,0,4329,19692495.11,99.963,91.638,Delist candidate — worst capital-to-value ratio
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,C,Z,CZ,45.9,18,10,3.533,0,4330,19692541.01,99.963,91.66,Delist candidate — worst capital-to-value ratio
35611B,BLACK ASSORTED DROPLET DECORATION,C,Z,CZ,45.76,62,2,8.523,0,4331,19692586.77,99.964,91.681,Delist candidate — worst capital-to-value ratio
16161C,WRAP SPEED DEMONS,C,Z,CZ,45.0,450,2,8.188,0,4332,19692631.77,99.964,91.702,Delist candidate — worst capital-to-value ratio
35233,PASTA ENAMEL/BRASS CONTAINER,C,Z,CZ,45.0,12,8,3.667,0,4333,19692676.77,99.964,91.723,Delist candidate — worst capital-to-value ratio
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,C,Z,CZ,45.0,36,2,7.153,0,4334,19692721.77,99.964,91.744,Delist candidate — worst capital-to-value ratio
23625,SET 6 CARDS SPARKLY REINDEER 17262,C,Z,CZ,44.91,9,4,6.229,0,4335,19692766.68,99.965,91.765,Delist candidate — worst capital-to-value ratio
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,C,Z,CZ,44.87,27,15,3.462,0,4336,19692811.55,99.965,91.787,Delist candidate — worst capital-to-value ratio
21685,MEDINA STAMPED METAL TRAY,C,Z,CZ,44.85,3,1,10.149,0,4337,19692856.4,99.965,91.808,Delist candidate — worst capital-to-value ratio
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,C,Z,CZ,44.75,9,3,7.186,0,4338,19692901.15,99.965,91.829,Delist candidate — worst capital-to-value ratio
90197D,AMBER GLASS BRACELET HEART CHARMS,C,Z,CZ,44.55,9,4,5.802,0,4339,19692945.7,99.966,91.85,Delist candidate — worst capital-to-value ratio
72796B,S/3 FRENCH VANILLA SQU CANDLE,C,Z,CZ,44.55,27,9,4.103,0,4340,19692990.25,99.966,91.871,Delist candidate — worst capital-to-value ratio
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,C,Z,CZ,44.28,15,15,2.436,0,4341,19693034.53,99.966,91.892,Delist candidate — worst capital-to-value ratio
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",C,Z,CZ,44.25,15,5,4.942,0,4342,19693078.78,99.966,91.914,Delist candidate — worst capital-to-value ratio
35085E,IVORY ROSE LAMPSHADE,C,Z,CZ,44.25,39,8,3.917,0,4343,19693123.03,99.966,91.935,Delist candidate — worst capital-to-value ratio
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,C,Z,CZ,44.19,18,12,3.346,0,4344,19693167.22,99.967,91.956,Delist candidate — worst capital-to-value ratio
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",C,Z,CZ,43.94,95,2,7.152,0,4345,19693211.16,99.967,91.977,Delist candidate — worst capital-to-value ratio
17014C,ORIGAMI LAVENDER INCENSE CONES,C,Z,CZ,43.75,97,2,10.044,0,4346,19693254.91,99.967,91.998,Delist candidate — worst capital-to-value ratio
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",C,Z,CZ,43.65,235,12,4.872,0,4347,19693298.56,99.967,92.019,Delist candidate — worst capital-to-value ratio
90042B,FRESHWATER PEARL BRACELET PINK,C,Z,CZ,43.35,17,5,4.882,0,4348,19693341.91,99.968,92.041,Delist candidate — worst capital-to-value ratio
35822P,"ACRYLIC BEAD CHAIN, PINK",C,Z,CZ,43.32,114,1,10.149,0,4349,19693385.23,99.968,92.062,Delist candidate — worst capital-to-value ratio
90054,CRACKED GLAZE EARRINGS RED,C,Z,CZ,43.02,17,14,2.698,0,4350,19693428.25,99.968,92.083,Delist candidate — worst capital-to-value ratio
23038,T-LIGHT HOLDER SILVER SAUCER,C,Z,CZ,42.92,44,7,4.825,0,4351,19693471.17,99.968,92.104,Delist candidate — worst capital-to-value ratio
21596,Hypochondriac Pill Stress Ball,C,Z,CZ,42.64,10,5,5.103,0,4352,19693513.81,99.968,92.125,Delist candidate — worst capital-to-value ratio
90024A,NEW BAROQUE B'FLY NECKLACE BLACK,C,Z,CZ,42.5,5,4,5.303,0,4353,19693556.31,99.969,92.146,Delist candidate — worst capital-to-value ratio
90126C,AMBER BERTIE MOBILE PHONE CHARM,C,Z,CZ,42.1,21,5,6.346,0,4354,19693598.41,99.969,92.168,Delist candidate — worst capital-to-value ratio
72771C,BLACK FLOCK GOLD CANDLE,C,Z,CZ,42.08,54,1,10.149,0,4355,19693640.49,99.969,92.189,Delist candidate — worst capital-to-value ratio
20860,GOLD COSMETICS BAG WITH BUTTERFLY,C,Z,CZ,42.0,20,9,3.888,0,4356,19693682.49,99.969,92.21,Delist candidate — worst capital-to-value ratio
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,C,Z,CZ,41.65,7,4,5.553,0,4357,19693724.14,99.969,92.231,Delist candidate — worst capital-to-value ratio
90060C,FIRE POLISHED GLASS NECKL SILVER,C,Z,CZ,41.65,7,3,7.504,0,4358,19693765.79,99.97,92.252,Delist candidate — worst capital-to-value ratio
90060B,FIRE POLISHED GLASS NECKL GOLD,C,Z,CZ,41.65,7,4,5.157,0,4359,19693807.44,99.97,92.273,Delist candidate — worst capital-to-value ratio
84611B,BLACK NEW BAROQUE FLOCK BOX,C,Z,CZ,41.65,7,4,5.157,0,4360,19693849.09,99.97,92.295,Delist candidate — worst capital-to-value ratio
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,C,Z,CZ,41.3,14,6,6.1,0,4361,19693890.39,99.97,92.316,Delist candidate — worst capital-to-value ratio
23448,CREAM BUNNY EASTER EGG BASKET,C,Z,CZ,41.25,25,2,7.147,0,4362,19693931.64,99.971,92.337,Delist candidate — worst capital-to-value ratio
90027C,GLASS BEAD HOOP EARRINGS GREEN,C,Z,CZ,41.17,14,12,2.924,0,4363,19693972.81,99.971,92.358,Delist candidate — worst capital-to-value ratio
90183C,BLACK DROP EARRINGS W LONG BEADS,C,Z,CZ,41.02,14,12,2.924,0,4364,19694013.83,99.971,92.379,Delist candidate — worst capital-to-value ratio
21119,Glow In The Dark Shot Glasses,C,Z,CZ,41.01,3,3,5.802,0,4365,19694054.84,99.971,92.401,Delist candidate — worst capital-to-value ratio
44228,CANNABIS LEAF BEAD CURTAIN,C,Z,CZ,40.8,48,3,6.164,0,4366,19694095.64,99.971,92.422,Delist candidate — worst capital-to-value ratio
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,C,Z,CZ,40.8,16,3,5.895,0,4367,19694136.44,99.972,92.443,Delist candidate — worst capital-to-value ratio
47013C,WINE BOTTLE DRESSING DARK BLUE,C,Z,CZ,40.52,147,23,2.612,0,4368,19694176.96,99.972,92.464,Delist candidate — worst capital-to-value ratio
90136,PALE PINK/AMETHYST STONE NECKLACE,C,Z,CZ,40.47,4,3,6.164,0,4369,19694217.43,99.972,92.485,Delist candidate — worst capital-to-value ratio
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,C,Z,CZ,40.34,7,7,3.723,0,4370,19694257.77,99.972,92.506,Delist candidate — worst capital-to-value ratio
37468,HARDMAN MUG 3 ASSORTED,C,Z,CZ,40.2,66,12,4.271,0,4371,19694297.97,99.972,92.528,Delist candidate — worst capital-to-value ratio
20994,JAZZ HEARTS SPIRAL NOTEPAD,C,Z,CZ,39.95,47,4,6.915,0,4372,19694337.92,99.973,92.549,Delist candidate — worst capital-to-value ratio
47013A,WINE BOTTLE DRESSING LT.BLUE,C,Z,CZ,39.87,141,20,3.087,0,4373,19694377.79,99.973,92.57,Delist candidate — worst capital-to-value ratio
79065A,TEATIME ROUND CAKE TINS,C,Z,CZ,39.8,4,1,10.149,0,4374,19694417.59,99.973,92.591,Delist candidate — worst capital-to-value ratio
35963,FOLKART ZINC CLIP ON ANGEL WINGS,C,Z,CZ,39.52,104,10,4.249,0,4375,19694457.11,99.973,92.612,Delist candidate — worst capital-to-value ratio
82545A,COGNAC AUX OEUFS METAL 1 HOOK,C,Z,CZ,38.75,31,9,3.805,0,4376,19694495.86,99.973,92.633,Delist candidate — worst capital-to-value ratio
90130D,RED STONE/CRYSTAL EARRINGS,C,Z,CZ,38.31,13,8,5.046,0,4377,19694534.17,99.974,92.655,Delist candidate — worst capital-to-value ratio
