StockCode,Description,returned_units,returned_value,return_lines,units,class,return_rate_pct
22191,EAU DE NIL DINER WALL CLOCK,5,41.65,5,1975.0,AZ,0.25
21461,BLUE EASTER EGG HUNT START POST,5,9.75,3,83.0,CZ,6.02
21467,CHERRY CROCHET FOOD COVER,5,18.75,5,1027.0,BZ,0.49
20791,BLUE TILED SET OF 3 DRAWERS,5,63.75,1,5.0,CZ,100.0
20793,BLUE TILED TRAY,5,33.75,1,281.0,CZ,1.78
21897,POTTING SHED CANDLE CITRONELLA,5,14.75,2,872.0,BZ,0.57
21900,"KEY FOB , SHED",5,3.25,2,8337.0,AY,0.06
84006,MAGIC TREE -PAPER FLOWERS,5,4.25,2,1858.0,BZ,0.27
20816,GOLD FLOWER CUSHION COVER,5,33.75,1,24.0,CZ,20.83
22794,SWEETHEART WIRE MAGAZINE RACK,5,39.75,4,389.0,BY,1.29
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,5,12.75,1,1018.0,BZ,0.49
20765,CHRYSANTHEMUM SKETCHBOOK,5,18.75,2,446.0,BZ,1.12
23314,VINTAGE CHRISTMAS TABLECLOTH,5,62.5,2,409.0,AZ,1.22
85211,S/4 GROOVY CAT MAGNETS,5,6.529999999999999,3,307.0,CZ,1.63
22914,BLUE COAT RACK PARIS FASHION,5,24.75,4,570.0,BZ,0.88
22852,DOG BOWL VINTAGE CREAM,5,21.25,2,565.0,BZ,0.88
20685,DOOR MAT RED SPOT,5,36.31,3,9789.0,AY,0.05
22966,GINGERBREAD MAN COOKIE CUTTER,5,6.25,2,8239.0,AY,0.06
23236,DOILEY STORAGE TIN,5,14.450000000000001,5,2509.0,AZ,0.2
90062,CARNIVAL BRACELET,5,63.75,4,205.0,BZ,2.44
22222,CAKE PLATE LOVEBIRD WHITE,5,24.75,3,1490.0,AZ,0.34
22204,MILK PAN BLUE POLKADOT,5,18.75,2,538.0,BZ,0.93
84664,CHERRY BLOSSOM BATHROOM CABINET,5,24.75,2,193.0,CZ,2.59
15058A,BLUE POLKADOT GARDEN PARASOL,5,37.35,4,476.0,BZ,1.05
15058B,PINK POLKADOT GARDEN PARASOL,5,37.35,2,438.0,BZ,1.14
15044C,PURPLE PAPER PARASOL,5,13.95,4,970.0,BZ,0.52
15058C,ICE CREAM DESIGN GARDEN PARASOL,4,23.8,2,470.0,BZ,0.85
15058B,PINK WHITE SPOTS GARDEN PARASOL,4,31.8,3,438.0,BZ,0.91
23132,SMALL IVORY HEART WALL ORGANISER,4,23.0,3,1034.0,AZ,0.39
90200C,BLUE SWEETHEART BRACELET,4,17.0,2,206.0,CZ,1.94
90200B,BLACK SWEETHEART BRACELET,4,17.0,2,184.0,CZ,2.17
90200A,PURPLE SWEETHEART BRACELET,4,17.0,2,180.0,CZ,2.22
90195B,BLACK GEMSTONE BRACELET,4,35.8,1,60.0,CZ,6.67
23153,ZINC SWEETHEART WIRE LETTER RACK,4,15.0,1,263.0,CZ,1.52
23181,BULL DOG BOTTLE TOP WALL CLOCK,4,33.0,4,201.0,BZ,1.99
22202,MILK PAN PINK POLKADOT,4,15.0,2,1078.0,AZ,0.37
47563A,RETRO LONGBOARD IRONING BOARD COVER,4,5.0,1,344.0,CZ,1.16
47562,ENGLISH ROSE IRONING BOARD COVER,4,14.2,2,104.0,CZ,3.85
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,4,31.8,2,5.0,CZ,80.0
47504H,ENGLISH ROSE SPIRIT LEVEL,4,5.0,1,1028.0,CZ,0.39
84616,SILVER ROCCOCO CHANDELIER,4,119.8,3,72.0,BZ,5.56
84597C,RETRO PINK BALL ASHTRAY,4,5.0,1,364.0,CZ,1.1
21494,ROTATING LEAVES T-LIGHT HOLDER,4,5.0,2,3839.0,AZ,0.1
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,4,3.4,1,1526.0,BY,0.26
22249,DECORATION WHITE CHICK MAGIC GARDEN,4,3.4,1,1654.0,BZ,0.24
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,4,59.3,4,153.0,BZ,2.61
22261,FELT EGG COSY WHITE RABBIT,4,3.4,1,2112.0,BZ,0.19
21473,SWEETHEART CREAM STEEL TABLE RECT,4,79.8,3,157.0,BZ,2.55
21471,STRAWBERRY RAFFIA FOOD COVER,4,15.0,3,1411.0,AY,0.28
84580,MOUSE TOY WITH PINK T-SHIRT,4,15.0,1,1061.0,BY,0.38
84559B,3D SHEET OF CAT STICKERS,4,3.4,1,1231.0,CY,0.32
22185,SLATE TILE NATURAL HANGING,4,6.6,4,3942.0,AY,0.1
22182,CAKE STAND VICTORIAN FILIGREE SMALL,4,19.8,3,563.0,BZ,0.71
84707B,PINK JEWELLED MIRROR TRINKET TRAY,4,39.8,1,79.0,CZ,5.06
21438,TUB 24 HANGING EASTER EGGS SPOTTY,4,15.0,1,378.0,BZ,1.06
84819,DANISH ROSE ROUND SEWING BOX,4,17.0,2,909.0,BZ,0.44
22314,OFFICE MUG WARMER CHOC+BLUE,4,15.8,2,1111.0,BZ,0.36
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,4,10.2,1,326.0,CZ,1.23
21422,PORCELAIN ROSE SMALL,4,3.4,2,3160.0,BZ,0.13
21335,LIBRARY LAMP,4,84.8,4,42.0,CZ,9.52
84907,PINK YELLOW PATCH CUSHION COVER,4,30.6,3,391.0,CZ,1.02
21359,RELAX LARGE WOOD LETTERS,4,39.8,4,210.0,BZ,1.9
21299,EDWARDIAN TOILET ROLL UNIT,4,33.4,3,166.0,CZ,2.41
37327,ASSTD MULTICOLOUR CIRCLES MUG,4,1.56,1,1740.0,CZ,0.23
84509B,SET OF 4 FAIRY CAKE PLACEMATS,4,15.0,1,654.0,BY,0.61
22172,METAL SHELF WITH RAIL,4,34.0,4,378.0,BZ,1.06
48185,DOOR MAT FAIRY CAKE,4,28.48,2,6829.0,AZ,0.06
21245,GREEN POLKADOT PLATE,4,6.76,1,2579.0,AY,0.16
35923,CANDY HEART HANGING DECORATION,4,4.14,3,1546.0,CZ,0.26
35922,EASTER BUNNY WREATH,4,19.8,1,97.0,CZ,4.12
84968E,S/16 VINTAGE BLACK CUTLERY,4,51.0,1,403.0,AZ,0.99
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,51.0,2,637.0,AZ,0.63
84948,SILVER HANGING T-LIGHT HOLDER DOME,4,6.6,2,279.0,CZ,1.43
21277,FRENCH STYLE EMBOSSED HEART CABINET,4,87.8,4,57.0,BZ,7.02
84989A,75 GREEN FAIRY CAKE CASES,4,2.07,2,2197.0,BZ,0.18
21174,POTTERING IN THE SHED METAL SIGN,4,7.8,3,9709.0,AY,0.04
22515,CHILDS GARDEN SPADE PINK,4,8.4,3,1047.0,BZ,0.38
22500,SET OF 2 TINS JARDIN DE PROVENCE,4,19.8,1,585.0,BZ,0.68
84450A,PINK RABBIT SITTING EASTER,4,1.68,1,52.0,CZ,7.69
22110,BIRD HOUSE HOT WATER BOTTLE,4,10.2,2,2631.0,AZ,0.15
22108,PING! MICROWAVE PLATE,4,15.0,1,313.0,CZ,1.28
48195,DOOR MAT GREEN PAISLEY,4,27.0,2,271.0,BZ,1.48
84327A,PINK JUMPER LARRY THE LAMB,4,6.76,1,961.0,BZ,0.42
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,4,10.2,4,8255.0,AX,0.05
21063,PARTY INVITES JAZZ HEARTS,4,3.4,1,1456.0,BY,0.27
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,4,6.6,3,574.0,CZ,0.7
21100,CHARLIE AND LOLA CHARLOTTE BAG,4,6.6,4,2547.0,BZ,0.16
22559,SEASIDE FLYING DISC,4,5.0,1,1583.0,BZ,0.25
23566,EGG CUP MILKMAID HEIDI,4,5.0,1,883.0,CZ,0.45
84997D,CHILDRENS CUTLERY POLKADOT PINK,4,15.0,1,11039.0,AY,0.04
21015,DARK BIRD HOUSE TREE DECORATION,4,1.16,1,1702.0,CZ,0.24
23536,WALL ART VILLAGE SHOW,4,23.8,1,626.0,BZ,0.64
23469,CARD HOLDER LOVE BIRD SMALL,4,16.6,2,332.0,BZ,1.2
23461,SWEETHEART BIRD HOUSE,4,16.6,1,857.0,BZ,0.47
21041,RED SPOTTY OVEN GLOVE DOUBLE,4,11.8,2,2674.0,AY,0.15
21039,RED SPOTTY SHOPPING BAG,4,10.2,2,1313.0,BY,0.3
21016,LIGHT BIRD HOUSE TREE DECORATION,4,1.68,1,836.0,CZ,0.48
21556,CERAMIC STRAWBERRY MONEY BOX,4,10.2,4,1609.0,BZ,0.25
21628,TRIANGULAR POUFFE VINTAGE,4,59.8,3,165.0,BZ,2.42
85088,CANDY SPOT HAND BAG,4,8.4,2,347.0,CZ,1.15
22611,VINTAGE UNION JACK SHOPPING BAG,4,19.8,2,908.0,AZ,0.44
22601,CHRISTMAS RETROSPOT ANGEL WOOD,4,3.4,3,5253.0,AZ,0.08
85068,CREAM SWEETHEART SHELF + HOOKS,4,29.8,4,961.0,AZ,0.42
85064,CREAM SWEETHEART LETTER RACK,4,20.200000000000003,3,1599.0,AZ,0.25
22612,TEA COSY VINTAGE UNION JACK,4,15.0,1,1001.0,BZ,0.4
23414,ZINC BOX SIGN HOME,4,39.8,1,141.0,BZ,2.84
85125,SMALL ROUND CUT GLASS CANDLESTICK,4,19.8,1,313.0,BZ,1.28
21659,GLASS CAKE STAND,4,59.8,4,121.0,BZ,3.31
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,4,11.8,2,421.0,CZ,0.95
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,4,8.4,3,876.0,BZ,0.46
82615,PINK MARSHMALLOW SCARF KNITTING KIT,4,11.0,2,583.0,BZ,0.69
82599,FANNY'S REST STOPMETAL SIGN,4,6.76,3,2519.0,AY,0.16
21836,GINGHAM OVEN GLOVE RED HEART,4,15.0,1,250.0,CZ,1.6
21895,POTTING SHED SOW 'N' GROW SET,4,17.0,1,555.0,BZ,0.72
23396,LE JARDIN BOTANIQUE CUSHION COVER,4,15.0,1,662.0,BZ,0.6
22671,FRENCH LAUNDRY SIGN BLUE METAL,4,6.3999999999999995,3,1692.0,BZ,0.24
85135A,YELLOW DRAGONFLY HELICOPTER,4,31.8,4,96.0,CZ,4.17
20823,GOLD WINE GOBLET,4,18.6,1,261.0,CZ,1.53
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,4,580.0,4,46.0,AZ,8.7
22826,LOVE SEAT ANTIQUE WHITE METAL,4,517.5,4,58.0,AZ,6.9
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",4,93.8,3,183.0,BZ,2.19
85162A,SILVER RETRODISC LAMPSHADE,4,30.31,4,607.0,BZ,0.66
20766,GARDEN PATH SKETCHBOOK,4,15.0,1,520.0,BZ,0.77
20764,ABSTRACT CIRCLES SKETCHBOOK,4,15.0,1,687.0,BZ,0.58
20763,DAISY SKETCHBOOK,4,15.0,1,267.0,CZ,1.5
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,15.0,3,1131.0,AZ,0.35
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4,17.0,4,728.0,BZ,0.55
21662,VINTAGE GLASS COFFEE CADDY,4,23.8,4,270.0,BZ,1.48
21692,SILVER LATTICE VANILLA CANDLE POT,4,15.0,1,511.0,BZ,0.78
21682,LARGE MEDINA STAMPED METAL BOWL,4,19.8,2,559.0,BZ,0.72
20762,GREEN FERN SKETCHBOOK,4,15.0,1,458.0,BZ,0.87
20761,BLUE PAISLEY SKETCHBOOK,4,15.0,1,462.0,BZ,0.87
22862,LOVE HEART NAPKIN BOX,4,17.0,2,759.0,BZ,0.53
20747,PICCADILLY TEA SET,4,55.4,3,684.0,AZ,0.58
20783,HEART EAR MUFF HEADPHONES,4,21.12,4,166.0,CZ,2.41
20681,PINK POLKADOT CHILDRENS UMBRELLA,4,13.0,4,1412.0,AY,0.28
20704,MR ROBOT SOFT TOY,4,27.8,1,361.0,BZ,1.11
20695,FLORAL BLUE MONSTER,4,17.0,2,142.0,CZ,2.82
20694,FLORAL PINK MONSTER,4,15.0,1,167.0,CZ,2.4
90010E,AMBER GLASS/SILVER BRACELET,4,35.8,1,56.0,CZ,7.14
90003E,GREEN PAIR HEART HAIR SLIDES,4,15.0,1,34.0,CZ,11.76
22913,RED COAT RACK PARIS FASHION,4,19.8,2,450.0,BZ,0.89
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,4,6.6,4,969.0,BZ,0.41
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,4,39.8,2,95.0,CZ,4.21
23209,LUNCH BAG DOILEY PATTERN,4,6.6,4,13189.0,AZ,0.03
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,4,4.2,2,813.0,CZ,0.49
79328,BLUE FLOCK GLASS CANDLEHOLDER,4,1.52,1,594.0,CZ,0.67
21775,DECORATIVE FLORE BATHROOM BOTTLE,4,5.0,2,875.0,BZ,0.46
21769,VINTAGE POST OFFICE CABINET,4,319.8,4,123.0,AZ,3.25
90201A,PURPLE ENAMEL FLOWER RING,4,11.8,1,130.0,CZ,3.08
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,4,13.4,1,50.0,CZ,8.0
15044A,PINK PAPER PARASOL,3,8.05,2,4970.0,AZ,0.06
90121B,VINTAGE ROSE BEAD BRACELET BLUE,3,12.75,1,19.0,CZ,15.79
23061,VINTAGE EMBOSSED HEART,3,3.75,1,1033.0,BZ,0.29
78033,FLAG OF ST GEORGE CHAIR,3,17.85,2,76.0,CZ,3.95
72821,CUPID SCENTED CANDLE IN GLASS,3,4.95,1,61.0,CZ,4.92
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,3,1.17,1,205.0,CZ,1.46
21732,RED HANGING METAL STAR TLIGHT HLDR,3,10.530000000000001,2,933.0,BZ,0.32
23093,SMALL PARISIENNE HEART PHOTO FRAME,3,7.470000000000001,2,941.0,BZ,0.32
23122,PARTY CHARMS 50 PIECES,3,2.4899999999999998,2,2253.0,BZ,0.13
23010,CIRCUS PARADE BABY GIFT SET,3,50.849999999999994,2,316.0,AZ,0.95
23049,RECYCLED ACAPULCO MAT RED,3,24.75,2,456.0,BZ,0.66
20668,DISCO BALL CHRISTMAS DECORATION,3,0.36,2,21119.0,BZ,0.01
90040C,MURANO STYLE GLASS BRACELET GOLD,3,10.5,1,41.0,CZ,7.32
90040A,MURANO STYLE GLASS BRACELET RED,3,10.5,1,53.0,CZ,5.66
22999,TRAVEL CARD WALLET VINTAGE LEAF,3,1.26,2,2960.0,BZ,0.1
23237,SET OF 4 KNICK KNACK TINS LEAVES,3,12.450000000000001,2,1054.0,AZ,0.28
23016,GLASS TWIST BON BON JAR,3,19.95,1,74.0,CZ,4.05
90002E,FLOWER BURST SILVER RING GREEN,3,11.25,2,18.0,CZ,16.67
22934,BAKING MOULD EASTER EGG WHITE CHOC,3,8.85,1,589.0,BZ,0.51
22929,SCHOOL DESK AND CHAIR,3,195.0,2,23.0,BZ,13.04
21722,SWEET PUDDING STICKER SHEET,3,2.55,2,347.0,CZ,0.86
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,3,14.85,1,611.0,BZ,0.49
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,3,4.35,1,1992.0,CZ,0.15
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,3,4.949999999999999,3,1183.0,BZ,0.25
20751,FUNKY WASHING UP GLOVES ASSORTED,3,6.300000000000001,3,2901.0,AY,0.1
20750,RED/WHITE DOT MINI CASES,3,22.25,2,3693.0,AX,0.08
85179A,GREEN BITTY LIGHT CHAIN,3,13.95,1,220.0,CZ,1.36
20778,GARDEN PATH NOTEBOOK,3,4.949999999999999,2,3612.0,CZ,0.08
20777,CHRYSANTHEMUM NOTEBOOK,3,4.949999999999999,2,3660.0,BZ,0.08
23329,DECORATIVE WICKER HEART LARGE,3,4.95,1,1778.0,BZ,0.17
23323,WHITE WICKER STAR,3,6.300000000000001,3,1473.0,BZ,0.2
22761,CHEST 7 DRAWER MA CAMPAGNE,3,68.85,2,48.0,CZ,6.25
85145,JARDIN ETCHED GLASS LARGE BELL JAR,3,38.25,1,92.0,CZ,3.26
23406,HOME SWEET HOME KEY HOLDER,3,18.75,2,457.0,BZ,0.66
23403,LETTER HOLDER HOME SWEET HOME,3,11.25,3,626.0,BZ,0.48
23401,RUSTIC MIRROR WITH LACE HEART,3,18.75,3,459.0,BZ,0.65
21841,BABY MOUSE RED GINGHAM DRESS,3,12.75,1,441.0,BZ,0.68
21681,GIANT MEDINA STAMPED METAL BOWL,3,29.849999999999998,2,235.0,BZ,1.28
21666,RIDGED GLASS T-LIGHT HOLDER,3,1.9500000000000002,2,1766.0,CZ,0.17
85093,CANDY SPOT EGG WARMER HARE,3,3.75,1,1362.0,CZ,0.22
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3,11.25,2,2494.0,AY,0.12
21011,GLITTER SNOW PEAR TREE DECORATION,3,4.35,1,1851.0,BZ,0.16
22572,ROCKING HORSE GREEN CHRISTMAS,3,2.55,1,3457.0,BZ,0.09
22563,HAPPY STENCIL CRAFT,3,3.75,2,5967.0,AZ,0.05
23490,T-LIGHT HOLDER HANGING LOVE BIRD,3,11.25,1,548.0,BZ,0.55
23459,DOLLY CABINET 2 DRAWERS,3,37.5,2,33.0,CZ,9.09
21043,APRON MODERN VINTAGE COTTON,3,17.85,1,679.0,BZ,0.44
21032,SPACE CADET WHITE,3,3.75,1,214.0,CZ,1.4
85043,RED HEART CANDY POP LIGHTS,3,14.850000000000001,3,1.0,CZ,300.0
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,3,4.949999999999999,2,1514.0,BZ,0.2
71101E,STANDING FAIRY POLE SUPPORT,3,2.55,1,779.0,CZ,0.39
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,3,3.75,1,634.0,CZ,0.47
82597,BOMBS AWAY METAL SIGN,3,5.890000000000001,2,1236.0,BY,0.24
21825,PAINTED METAL TREE WITH HOLLY BELLS,3,4.35,1,737.0,CZ,0.41
85035C,ROSE 3 WICK MORRIS BOX CANDLE,3,12.75,1,1373.0,BZ,0.22
85033G,SET/6 GOLD REINDEER T-LIGHT CANDLES,3,1.9500000000000002,2,236.0,CZ,1.27
22540,MINI JIGSAW CIRCUS PARADE,3,1.26,2,6162.0,BZ,0.05
85007,SET OF 3 VINTAGE TEA TIME BOXES,3,13.95,1,143.0,CZ,2.1
21129,SILVER FISHING GNOME,3,20.85,2,127.0,CZ,2.36
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,3,11.25,3,9781.0,AY,0.03
22516,CHILDS GARDEN RAKE BLUE,3,6.3,1,851.0,BZ,0.35
22471,TV DINNER TRAY AIR HOSTESS,3,11.85,2,628.0,BZ,0.48
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,3,13.55,3,1739.0,AZ,0.17
84969,ASSORTED COLOUR SET 6 TEASPOONS,3,12.75,3,971.0,AY,0.31
84967B,BLUE KASHMIRI OCCASIONAL TABLE,3,139.95,2,24.0,BZ,12.5
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,3,11.25,1,364.0,CZ,0.82
71459,HANGING JAM JAR T-LIGHT HOLDERS,3,2.55,1,33109.0,AY,0.01
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,3,7.65,1,279.0,CZ,1.08
21323,HANGING MEDINA LANTERN LARGE,3,12.75,1,744.0,BZ,0.4
21317,GLASS SPHERE CANDLE STAND MEDIUM,3,15.850000000000001,3,359.0,BZ,0.84
22450,SILK PURSE RUSSIAN DOLL BLUE,3,10.05,1,838.0,BZ,0.36
21331,MOROCCAN BEATEN METAL DISH LARGE,3,38.25,2,110.0,CZ,2.73
22381,TOY TIDY PINK RETROSPOT,3,6.300000000000001,3,9272.0,AY,0.03
84845C,CARNATION SQUARE HANDY TIN,3,3.75,1,42.0,CZ,7.14
84840,SWEETHEART CARRY-ALL BASKET,3,25.5,2,284.0,BZ,1.06
84830,LARGE ENGLISH ARBORETUM,3,50.85,1,113.0,CZ,2.65
21393,BLUE  SPOTTY PUDDING BOWL,3,6.3,1,5244.0,CZ,0.06
21391,FRENCH LAVENDER SCENT HEART,3,6.3,1,1436.0,BZ,0.21
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,3,5.07,1,112.0,CZ,2.68
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,3,5.07,1,250.0,CZ,1.2
21418,STARFISH SOAP DISH,3,7.65,1,195.0,CZ,1.54
84751B,BLACK MEDIUM GLASS CAKE STAND,3,8.29,2,40.0,CZ,7.5
51012C,"FEATHER DUSTER, COAL BLACK",3,3.75,2,171.0,CZ,1.75
48194,DOOR MAT HEARTS,3,22.47,1,7738.0,AY,0.04
22137,BATHROOM SET LOVE HEART DESIGN,3,8.850000000000001,2,606.0,BZ,0.5
22136,LOVE HEART SOCK HANGER,3,4.55,3,1994.0,BZ,0.15
21561,DINOSAUR LUNCH BOX WITH CUTLERY,3,7.6499999999999995,3,2980.0,AY,0.1
46000P,POLYESTER FILLER PAD 65CMx65CM,3,12.75,1,213.0,CZ,1.41
84685,BEACH HUT KEY CABINET,3,8.75,3,436.0,BZ,0.69
47503K,ASSORTED FLORAL SECATEURS,3,4.75,3,3179.0,BZ,0.09
22267,EASTER DECORATION EGG BUNNY,3,3.75,1,1473.0,BZ,0.2
22259,FELT FARM ANIMAL HEN,3,3.75,1,592.0,CZ,0.51
22216,T-LIGHT HOLDER WHITE LACE,3,2.55,1,1396.0,BZ,0.21
84659A,WHITE TRAVEL ALARM CLOCK,3,7.6499999999999995,3,590.0,BY,0.51
84631,FRUIT TREE AND BIRDS WALL PLAQUE,3,23.85,2,289.0,CZ,1.04
84611B,BLACK NEW BAROQUE FLOCK BOX,3,17.85,2,7.0,CZ,42.86
84600,NEW BAROQUE JEWELLERY BOX,3,22.85,3,108.0,CZ,2.78
84597B,RETRO BROWN BALL ASHTRAY,3,3.75,1,205.0,CZ,1.46
48116,DOORMAT MULTICOLOUR STRIPE,3,24.15,2,3454.0,AZ,0.09
48187,DOOR MAT NEW ENGLAND,3,21.73,2,7344.0,AY,0.04
48184,DOOR MAT ENGLISH ROSE,3,22.47,1,4722.0,AY,0.06
21529,RED RETROSPOT TOASTRACK,3,10.350000000000001,2,513.0,BZ,0.58
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,3,17.85,2,168.0,CZ,1.79
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,3,17.85,2,166.0,CZ,1.81
84472,PINK AND LILAC QUILTED THROW,3,125.9,3,87.0,BZ,3.45
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,3,23.85,2,441.0,BZ,0.68
23114,VINTAGE LEAF CHOPPING BOARD,3,14.850000000000001,2,149.0,CZ,2.01
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3,4.949999999999999,2,3533.0,AZ,0.08
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3,4.949999999999999,2,2218.0,BZ,0.14
21763,VINTAGE WOODEN BAR STOOL,3,81.85,2,43.0,CZ,6.98
90200D,PINK SWEETHEART BRACELET,3,12.75,1,330.0,BY,0.91
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,3,12.75,2,69.0,CZ,4.35
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,3,26.849999999999998,2,69.0,CZ,4.35
23142,IVORY WIRE KITCHEN ORGANISER,2,19.55,2,121.0,BZ,1.65
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2,3.3,2,1702.0,BZ,0.12
79303D,LILAC FLOWER BLOCK TABLE LAMP,2,5.9,2,78.0,CZ,2.56
21768,WALL MOUNTED VINTAGE ORGANISER,2,27.7,2,510.0,AZ,0.39
90199C,5 STRAND GLASS NECKLACE CRYSTAL,2,12.7,2,100.0,CZ,2.0
90192,JADE DROP EARRINGS W FILIGREE,2,9.9,1,94.0,CZ,2.13
84510F,SET OF 4 NEW ENGLAND COASTERS,2,2.5,1,1101.0,CZ,0.18
84510B,SET OF 4 FAIRY CAKES COASTERS,2,2.5,1,1188.0,BZ,0.17
84508A,CAMOUFLAGE DESIGN TEDDY,2,5.1,2,3809.0,AZ,0.05
84467,ENGLISH ROSE DESIGN QUILTED THROW,2,79.9,1,816.0,AZ,0.25
90176C,DIAMANTE NECKLACE,2,15.0,2,10.0,CZ,20.0
90175B,PINK GLASS CHUNKY CHARM BRACELET,2,17.9,1,36.0,CZ,5.56
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",2,5.1,1,321.0,CY,0.62
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,2,12.7,1,104.0,CZ,1.92
23051,RECYCLED ACAPULCO MAT BLUE,2,16.5,2,365.0,BZ,0.55
90050,CRACKED GLAZE NECKLACE IVORY,2,13.9,1,10.0,CZ,20.0
90046,WHITE WITH METAL BAG CHARM,2,9.9,1,13.0,CZ,15.38
48173C,DOOR MAT BLACK FLOCK,2,14.98,1,4152.0,AZ,0.05
84388,WISE MAN STAR SHAPE EGG PAN,2,3.3,2,72.0,CZ,2.78
22118,JOY WOODEN BLOCK LETTERS,2,9.9,2,806.0,BZ,0.25
48111,DOORMAT 3 SMILEY CATS,2,15.9,1,4256.0,AZ,0.05
47583A,SET OF 3 WICKER BASKET ROSE,2,49.9,2,71.0,CZ,2.82
21520,BOOZE & WOMEN GREETING CARD,2,0.84,1,957.0,CY,0.21
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,2,4.98,1,255.0,CZ,0.78
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,2,3.3,1,286.0,CZ,0.7
90024B,NEW BAROQUE B'FLY NECKLACE RED,2,17.0,1,26.0,CZ,7.69
90002D,FLOWER BURST SILVER RING CRYSTAL,2,7.5,1,104.0,CZ,1.92
21728,METAL MEDINA LANTERN,2,25.5,2,300.0,BZ,0.67
21726,MULTI HEARTS  STICKERS,2,1.7,1,1086.0,CZ,0.18
21725,SWEETIES  STICKERS,2,1.7,1,1137.0,CY,0.18
21724,PANDA AND BUNNIES STICKER SHEET,2,1.7,1,996.0,CY,0.2
21721,CANDY SHOP  STICKER SHEET,2,1.7,1,1091.0,CY,0.18
23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,31.9,2,258.0,BZ,0.78
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,2,2.9,1,2022.0,BZ,0.1
90002C,FLOWER BURST SILVER RING MIDN'T BLU,2,7.5,1,33.0,CZ,6.06
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,1,17.0,CZ,11.76
84609,TALL ROCOCO CANDLE HOLDER,2,17.0,1,143.0,BZ,1.4
84608,ORNATE EDWARDIAN CANDLE HOLDER,2,15.9,1,6.0,CZ,33.33
21525,BEWARE OF THE CAT DOORMAT,2,13.5,1,2.0,CZ,100.0
48188,DOOR MAT WELCOME PUPPIES,2,13.5,1,4875.0,AZ,0.04
85222,ASSORTED COLOUR SILK COSMETIC PURSE,2,2.75,2,1407.0,BZ,0.14
20700,GREEN CAT FLORAL CUSHION COVER,2,7.5,2,420.0,CZ,0.48
22894,TABLECLOTH RED APPLES DESIGN,2,17.0,1,562.0,AZ,0.36
23285,PINK VINTAGE SPOT BEAKER,2,1.7,1,4807.0,AZ,0.04
23280,FOLDING BUTTERFLY MIRROR HOT PINK,2,1.66,1,2024.0,BZ,0.1
20692,FLORAL ELEPHANT SOFT TOY,2,8.5,2,912.0,BZ,0.22
20753,RETRO PINK SPOT WASHING UP GLOVES,2,4.2,1,218.0,CZ,0.92
20752,BLUE POLKADOT WASHING UP GLOVES,2,4.2,2,1508.0,BZ,0.13
